,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y,string
113,Lund_01637,Property,Cottage,House,Building,Roof,Home,Farmhouse,Rural area,Real estate,Tree,Hylla smedja,ﬁ BN PN R, Jun 2017,"Property,Cottage,House,Building,Roof,Home,Farmhouse,Rural area,Real estate,Tree"
114,Lund_00572,Building,Landmark,Estate,Mansion,Property,Architecture,Palace,House,Official residence,Château,[T TV HTET 0 T,A Anna Gester, Jun 2018,"Building,Landmark,Estate,Mansion,Property,Architecture,Palace,House,Official residence,Château"
115,Lund_01765,Landmark,Building,Medieval architecture,Architecture,Historic site,Tower,Observation tower,Turret,Estate,Facade,Lund Cathedral,Hans Wilhelm He, Jun 2016,"Landmark,Building,Medieval architecture,Architecture,Historic site,Tower,Observation tower,Turret,Estate,Facade"
116,Lund_01357,Garden,Tree,Botany,Water,Botanical garden,Park,Sky,Architecture,Tourism,Leisure,Lundagérd,@ Juca Felix Galino, Jun 2016,"Garden,Tree,Botany,Water,Botanical garden,Park,Sky,Architecture,Tourism,Leisure"
117,Lund_01384,Classical architecture,Building,Landmark,Architecture,Facade,Courthouse,Mansion,Palace,Official residence,Tourist attraction,Lundagérd,RoET. V] NN B, Jun 2013,"Classical architecture,Building,Landmark,Architecture,Facade,Courthouse,Mansion,Palace,Official residence,Tourist attraction"
118,Lund_00349,Landmark,Building,Architecture,Medieval architecture,Sky,Place of worship,Church,Facade,Classical architecture,Cathedral,[T T o1 T T T,m Juan Pierna, Jun 2018,"Landmark,Building,Architecture,Medieval architecture,Sky,Place of worship,Church,Facade,Classical architecture,Cathedral"
119,Lund_01292,Building,Medieval architecture,Architecture,Landmark,Church,Place of worship,Cathedral,Wall,Facade,Steeple,\/ | Vincenzo De Bert,\/ | Vincenzo De Bert, Jun 2017,"Building,Medieval architecture,Architecture,Landmark,Church,Place of worship,Cathedral,Wall,Facade,Steeple"
120,Lund_00387,Estate,Building,Palace,Mansion,Stately home,Château,Official residence,Manor house,Architecture,Castle,Lundagérd,Z ) Zuzana Gonova, Jun 2017,"Estate,Building,Palace,Mansion,Stately home,Château,Official residence,Manor house,Architecture,Castle"
121,Lund_01762,Fountain,Water,Water resources,Water feature,Garden,Grass,Sky,Botanical garden,Tree,Park,Stadsparken,Gabriel Wennstig, Jun 2016,"Fountain,Water,Water resources,Water feature,Garden,Grass,Sky,Botanical garden,Tree,Park"
122,Lund_01165,Body of water,Natural landscape,Nature,Bank,River,Water,Water resources,Reflection,Watercourse,Natural environment,Stadsparken,g * Alexander Engstr, Jun 2017,"Body of water,Natural landscape,Nature,Bank,River,Water,Water resources,Reflection,Watercourse,Natural environment"
123,Lund_02345,Tree,Plant,Art,Landscape,Graffiti,Yard,Road,Wildflower,Wheel,Shrub,Pysslingen Forskola,‘;G\ DIIEY T, Jun 2017,"Tree,Plant,Art,Landscape,Graffiti,Yard,Road,Wildflower,Wheel,Shrub"
124,Lund_01903,Estate,Property,Building,House,Mansion,Architecture,Palace,Château,Tree,Sky,Lundagérd 8,f} Filipe Naif, Jun 2018,"Estate,Property,Building,House,Mansion,Architecture,Palace,Château,Tree,Sky"
125,Lund_02552,Natural landscape,Grassland,Natural environment,Meadow,Prairie,Field,Nature,Vegetation,Land lot,Sky,Nobbel6vs mosse,L 1T T, Jun 2017,"Natural landscape,Grassland,Natural environment,Meadow,Prairie,Field,Nature,Vegetation,Land lot,Sky"
126,Lund_01404,Classical architecture,Landmark,Architecture,Building,Courthouse,Sky,Facade,City,Tourist attraction,Seat of local government,Lundagérd,»@ Aktham Yousef, Jun 2018,"Classical architecture,Landmark,Architecture,Building,Courthouse,Sky,Facade,City,Tourist attraction,Seat of local government"
127,Lund_00573,Building,Property,Landmark,Architecture,Estate,House,Mansion,Palace,Official residence,Tree,Lundagérd,ﬁ Jaime Mora Salv, Jun 2018,"Building,Property,Landmark,Architecture,Estate,House,Mansion,Palace,Official residence,Tree"
128,Lund_02672,Lawn,Grass,Grassland,Land lot,Pasture,Grass family,Yard,Plant,Meadow,Sporting Group,Killbybadet ¢,% Regnarp,Jun 2017,"Lawn,Grass,Grassland,Land lot,Pasture,Grass family,Yard,Plant,Meadow,Sporting Group"
129,Lund_02709,Natural landscape,Land lot,Dirt road,Vegetation,Grass,Natural environment,Sky,Trail,Grassland,Road,Nobbelbvs mosse,Q Peter Nordensva, Jun 2018,"Natural landscape,Land lot,Dirt road,Vegetation,Grass,Natural environment,Sky,Trail,Grassland,Road"
130,Lund_00447,Landmark,Architecture,Sky,Building,Place of worship,Church,Cathedral,Steeple,Medieval architecture,Facade,Lund Cathedral,§f' Niels Peter Thorr, Jun 2017,"Landmark,Architecture,Sky,Building,Place of worship,Church,Cathedral,Steeple,Medieval architecture,Facade"
131,Lund_01134,Landmark,Building,Property,Wall,Architecture,House,Château,Medieval architecture,Castle,Estate,Lundagérd,R N Y VY e, Jun 2011,"Landmark,Building,Property,Wall,Architecture,House,Château,Medieval architecture,Castle,Estate"
132,Lund_00228,Landmark,Estate,Building,Château,Architecture,Stately home,Castle,Mansion,Palace,Manor house,Stadsparken ¢,Stadsparken ¢, Jun 2018,"Landmark,Estate,Building,Château,Architecture,Stately home,Castle,Mansion,Palace,Manor house"
133,Lund_01084,Estate,Building,Mansion,Palace,Official residence,Stately home,Landmark,Property,Manor house,House,Lundagérd,0 Marijke De Jong-, Jun 2015,"Estate,Building,Mansion,Palace,Official residence,Stately home,Landmark,Property,Manor house,House"
134,Lund_00940,Natural landscape,Body of water,Reflection,Nature,Water,Sky,Tree,River,Bank,Natural environment,Stadsparken,ﬁ Jaime Mora Salv, Jun 2018,"Natural landscape,Body of water,Reflection,Nature,Water,Sky,Tree,River,Bank,Natural environment"
135,Lund_00640,Building,Landmark,Architecture,Town,Medieval architecture,Sky,Facade,City,Estate,House,Lunds universitet Int,@ Jun Luo, Jun 2017,"Building,Landmark,Architecture,Town,Medieval architecture,Sky,Facade,City,Estate,House"
136,Lund_01691,Body of water,Water resources,Bank,Nature,Pond,Water,River,Natural environment,Natural landscape,Reservoir,Stadsparken,A  Alejandro Carrillc, Jun 2016,"Body of water,Water resources,Bank,Nature,Pond,Water,River,Natural environment,Natural landscape,Reservoir"
137,Lund_01827,Architecture,Palace,Tourism,Building,Facade,House,Vacation,Château,City,Classical architecture,Lundagérd,l{’;ﬁ Rohan Jn. Baptis, Jun 2016,"Architecture,Palace,Tourism,Building,Facade,House,Vacation,Château,City,Classical architecture"
138,Lund_01899,Landmark,Tree,Botany,Grass,Statue,Monument,Garden,Memorial,Park,Building,Lundagérd,Fabian Eklund Si, Jun 2017,"Landmark,Tree,Botany,Grass,Statue,Monument,Garden,Memorial,Park,Building"
139,Lund_00361,Estate,Building,Mansion,Garden,Palace,Official residence,Stately home,Botany,Architecture,Botanical garden,Universitit Lund,ﬁ Michael Neitzel, Jun 2015,"Estate,Building,Mansion,Garden,Palace,Official residence,Stately home,Botany,Architecture,Botanical garden"
140,Lund_02891,Building,Landmark,Estate,Architecture,Mansion,Stately home,Official residence,Presidential palace,Palace,Classical architecture,2015-06-18_12_25_(,i\ 1T T, Jun 2015,"Building,Landmark,Estate,Architecture,Mansion,Stately home,Official residence,Presidential palace,Palace,Classical architecture"
141,Lund_02823,Building,Property,Estate,Mansion,Architecture,Palace,House,Official residence,Presidential palace,Tree,Lundagérd &,‘ Ménica Plaza, Jun 2018,"Building,Property,Estate,Mansion,Architecture,Palace,House,Official residence,Presidential palace,Tree"
142,Lund_01411,Sky,Botany,Cloud,Tree,Technology,Architecture,Landscape,Road,Park,Building,Lundagérd,Alena Kamenova, Jun 2017,"Sky,Botany,Cloud,Tree,Technology,Architecture,Landscape,Road,Park,Building"
143,Lund_00230,Building,Estate,Palace,Mansion,Official residence,Classical architecture,Landmark,Architecture,Stately home,Presidential palace,Lundagérd c,@ Erik Olausson, Jun 2017,"Building,Estate,Palace,Mansion,Official residence,Classical architecture,Landmark,Architecture,Stately home,Presidential palace"
144,Lund_01660,Architecture,Building,House,Street light,Grass,Tree,Light fixture,Real estate,Campus,Facade,Stadsparken,K Katrine Hansson, Jun 2017,"Architecture,Building,House,Street light,Grass,Tree,Light fixture,Real estate,Campus,Facade"
145,Lund_02949,First-class cricket,Sport venue,Sky,Cloud,Grassland,Natural environment,Team sport,Grass,Player,Mountain,Klostergérdens IP,il VPN YV U 3o ), Jun 2018,"First-class cricket,Sport venue,Sky,Cloud,Grassland,Natural environment,Team sport,Grass,Player,Mountain"
146,Lund_02721,Building,Transport,Architecture,Ceiling,Shopping mall,City,Interior design,Flooring,,,e Bjorn Davidsson,e Bjorn Davidsson, Jun 2017,
147,Lund_00742,Building,Architecture,Landmark,Property,Classical architecture,Estate,Palace,House,Mansion,Château,Lundagérd,Z ) Zuzana Gonova, Jun 2017,"Building,Architecture,Landmark,Property,Classical architecture,Estate,Palace,House,Mansion,Château"
148,Lund_02030,Building,Architecture,Landmark,Sky,City,Church,Tower,Facade,Place of worship,Cathedral,Lund Cathedral :,H  Horst Hesener, Jun 2018,"Building,Architecture,Landmark,Sky,City,Church,Tower,Facade,Place of worship,Cathedral"
149,Lund_02271,Pasture,Grazing,Grassland,Herd,Natural environment,Meadow,Bovine,Farm,Rural area,Livestock,N[ AT T T,L Bengt Jiirs, Jun 2014,"Pasture,Grazing,Grassland,Herd,Natural environment,Meadow,Bovine,Farm,Rural area,Livestock"
150,Lund_00993,Water,Reflection,Waterway,Vegetation,Natural landscape,River,Architecture,House,Town,Watercourse,Kulturen,g) Peter Vang Chris, Jun 2017,"Water,Reflection,Waterway,Vegetation,Natural landscape,River,Architecture,House,Town,Watercourse"
151,Lund_01969,Green,Sky,Property,House,Architecture,Building,Tree,Town,Grass,Estate,Bantorget S,I REIET T 8, Jun 2017,"Green,Sky,Property,House,Architecture,Building,Tree,Town,Grass,Estate"
152,Lund_00639,Landmark,Building,Architecture,Classical architecture,City,Facade,Stately home,Sky,Metropolis,Tower,J. T,.}gg Genial Barani, Jun 2017,"Landmark,Building,Architecture,Classical architecture,City,Facade,Stately home,Sky,Metropolis,Tower"
153,Lund_03156,Sport venue,Architecture,Net,Grass,Goal,Sky,Stadium,House,Fence,Building,(T L L T,m L7 N EEE, Jun 2017,"Sport venue,Architecture,Net,Grass,Goal,Sky,Stadium,House,Fence,Building"
154,Lund_01500,Property,Sky,Landmark,House,Building,Architecture,Town,Estate,Wall,Tree,,, Jun 2017,"Property,Sky,Landmark,House,Building,Architecture,Town,Estate,Wall,Tree"
155,Lund_01810,Classical architecture,Architecture,Landmark,Building,Facade,Palace,Column,Presidential palace,City,Official residence,Lundagérd ¢,@ Kiryl Shantyka, Jun 2017,"Classical architecture,Architecture,Landmark,Building,Facade,Palace,Column,Presidential palace,City,Official residence"
156,Lund_00480,Landmark,Building,Architecture,Property,Mansion,Estate,Palace,Classical architecture,House,Facade,Lundagérd,m  mandy gilchrist, Jun 2018,"Landmark,Building,Architecture,Property,Mansion,Estate,Palace,Classical architecture,House,Facade"
157,Lund_00642,Building,Landmark,Palace,Mansion,Estate,Property,Architecture,Château,House,Stately home,[T T VT,C Carina Hagerblac, Jun 2018,"Building,Landmark,Palace,Mansion,Estate,Property,Architecture,Château,House,Stately home"
158,Lund_01624,Natural landscape,Garden,Vegetation,Plant,Botanical garden,Shrub,Tree,Flower,Grass,Botany,Botanical Garden,Nikhil Verma, Jun 2016,"Natural landscape,Garden,Vegetation,Plant,Botanical garden,Shrub,Tree,Flower,Grass,Botany"
159,Lund_02174,Property,Building,Town,Estate,Architecture,House,Neighbourhood,Real estate,Human settlement,Home,Kulturen,@ Erik Olausson, Jun 2017,"Property,Building,Town,Estate,Architecture,House,Neighbourhood,Real estate,Human settlement,Home"
160,Lund_03140,Playground,Public space,Outdoor play equipment,Human settlement,Recreation,City,Sport venue,Park,Asphalt,Leisure,Linero IP,.@ Martin Andersso, Jun 2016,"Playground,Public space,Outdoor play equipment,Human settlement,Recreation,City,Sport venue,Park,Asphalt,Leisure"
161,Lund_01582,Landmark,Architecture,Building,Town,Church,Sky,Medieval architecture,Vehicle,Place of worship,City,Lundagérd 9,A Anon Ymous, Jun 2017,"Landmark,Architecture,Building,Town,Church,Sky,Medieval architecture,Vehicle,Place of worship,City"
162,Lund_01812,Architecture,Building,Landmark,Sky,Town,Facade,City,Classical architecture,Medieval architecture,Urban area,Lund Cathedral,Josef Magnusso, Jun 2017,"Architecture,Building,Landmark,Sky,Town,Facade,City,Classical architecture,Medieval architecture,Urban area"
163,Lund_01910,Building,Church,Place of worship,Architecture,Parish,Chapel,Steeple,Medieval architecture,Listed building,Cathedral,Allhelgonakyrkan ¢,"@,: saad al saifi", Jun 2016,"Building,Church,Place of worship,Architecture,Parish,Chapel,Steeple,Medieval architecture,Listed building,Cathedral"
164,Lund_02234,Body of water,Natural landscape,Nature,Water,Water resources,Natural environment,Vegetation,Bank,Nature reserve,River,Jeremiah S. Rich,Jeremiah S. Rich, Jun 2017,"Body of water,Natural landscape,Nature,Water,Water resources,Natural environment,Vegetation,Bank,Nature reserve,River"
165,Lund_01117,Classical architecture,Building,Architecture,Landmark,Palace,Facade,Official residence,Mansion,Presidential palace,Courthouse,Lundagérd c,‘ Ménica Plaza, Jun 2018,"Classical architecture,Building,Architecture,Landmark,Palace,Facade,Official residence,Mansion,Presidential palace,Courthouse"
166,Lund_00578,Building,Architecture,Estate,Campus,Grass,University,College,Stately home,Historic site,Facade,Lundagérd 9,N Nick Bourne, Jun 2018,"Building,Architecture,Estate,Campus,Grass,University,College,Stately home,Historic site,Facade"
167,Lund_02773,Product,Building,Retail,,,,,,,,Biltema,Albin Roslund, Jun 2017,
168,Lund_01499,Water,Pond,Estate,Garden,Property,Fountain,Water resources,Reflecting pool,Botany,Tree,Stadsparken 9,Daniel Klang, Jun 2014,"Water,Pond,Estate,Garden,Property,Fountain,Water resources,Reflecting pool,Botany,Tree"
169,Lund_01694,Property,Estate,Building,House,Home,Mansion,Manor house,Château,Historic house,Tree,Viktor Erik Jense,Viktor Erik Jense, Jun 2017,"Property,Estate,Building,House,Home,Mansion,Manor house,Château,Historic house,Tree"
170,Lund_02156,Garden,Botanical garden,Park,Botany,Shrub,Tree,Plant,Landscaping,Spring,Yard,Stadsparken ¢,Stadsparken ¢, Jun 2018,"Garden,Botanical garden,Park,Botany,Shrub,Tree,Plant,Landscaping,Spring,Yard"
171,Lund_02811,Building,Town,Town square,Human settlement,Property,City,Plaza,Public space,Palace,Architecture,,, Jun 2018,"Building,Town,Town square,Human settlement,Property,City,Plaza,Public space,Palace,Architecture"
172,Lund_03057,Road,Sky,Field,Dirt road,Green,Grass,Lane,Grassland,Natural environment,Tree,[ TR DR,%‘ mari pelinder, Jun 2017,"Road,Sky,Field,Dirt road,Green,Grass,Lane,Grassland,Natural environment,Tree"
173,Lund_00768,Building,Mansion,Estate,Landmark,Property,Architecture,Palace,House,Stately home,Château,Lundagérd 9,T ) Tom Zeitlos, Jun 2016,"Building,Mansion,Estate,Landmark,Property,Architecture,Palace,House,Stately home,Château"
174,Lund_02055,Landmark,Medieval architecture,Building,Architecture,Historic site,Turret,Tower,History,Arch,Facade,L (LT T G,Anna Gester, Jun 2018,"Landmark,Medieval architecture,Building,Architecture,Historic site,Turret,Tower,History,Arch,Facade"
175,Lund_01635,Natural landscape,Nature,Sport venue,Nature reserve,Natural environment,Pond,Tree,Grass,Bank,Land lot,Sankt Jorgen Park,Sankt Jorgen Park, Jun 2017,"Natural landscape,Nature,Sport venue,Nature reserve,Natural environment,Pond,Tree,Grass,Bank,Land lot"
176,Lund_00345,Building,Landmark,Palace,Architecture,Classical architecture,Property,Mansion,Estate,Official residence,House,Lundagérd,A  Alejandro Carrillc, Jun 2016,"Building,Landmark,Palace,Architecture,Classical architecture,Property,Mansion,Estate,Official residence,House"
177,Lund_01872,Garden,Shrub,Property,Vegetation,Natural landscape,Botanical garden,Tree,Grass,Botany,Plant,Botanical Garden,ﬂ) Mr.Roman Lak, Jun 2018,"Garden,Shrub,Property,Vegetation,Natural landscape,Botanical garden,Tree,Grass,Botany,Plant"
178,Lund_01277,Classical architecture,Building,Landmark,Architecture,Facade,Palace,Official residence,City,Mansion,Seat of local government,Lundagérd,Silvana faussone, Jun 2013,"Classical architecture,Building,Landmark,Architecture,Facade,Palace,Official residence,City,Mansion,Seat of local government"
179,Lund_00506,Property,Architecture,House,Sky,Building,Urban area,Tree,Home,Town,Estate,[T T VT VT 01 A,"@, (][R 1T", Jun 2018,"Property,Architecture,House,Sky,Building,Urban area,Tree,Home,Town,Estate"
180,Lund_00988,Building,Landmark,Architecture,Medieval architecture,Town,Facade,City,Church,Cathedral,Sky,[T L He 1 BT,R Monika Jiraseko, Jun 2018,"Building,Landmark,Architecture,Medieval architecture,Town,Facade,City,Church,Cathedral,Sky"
181,Lund_00256,Building,Property,Estate,Mansion,Architecture,Château,Stately home,House,Home,Historic house,26/6/2016 8,& saad al saifi, Jun 2016,"Building,Property,Estate,Mansion,Architecture,Château,Stately home,House,Home,Historic house"
182,Lund_02833,Building,Palace,Estate,Landmark,Mansion,Stately home,Classical architecture,Official residence,Presidential palace,Château,Lundagérd,q Aleksandra Zhely, Jun 2015,"Building,Palace,Estate,Landmark,Mansion,Stately home,Classical architecture,Official residence,Presidential palace,Château"
183,Lund_02726,Grassland,Field,Plain,Sky,Prairie,Natural environment,Natural landscape,Paddy field,Agriculture,Grass,L TR TR,\ARYIE T EEG RV ED, Jun 2018,"Grassland,Field,Plain,Sky,Prairie,Natural environment,Natural landscape,Paddy field,Agriculture,Grass"
184,Lund_00491,Estate,Mansion,Building,Palace,Stately home,Château,Official residence,Architecture,House,Historic house,Lundagérd 9,J ) Jens Jensen, Jun 2014,"Estate,Mansion,Building,Palace,Stately home,Château,Official residence,Architecture,House,Historic house"
185,Lund_02536,Inflatable,bounce house,Green,Games,Fun,Grass,Recreation,Leisure,Sky,Outdoor play equipment,Klostergérdens IP,42‘ Mats Lundstrom, Jun 2017,"Inflatable,bounce house,Green,Games,Fun,Grass,Recreation,Leisure,Sky,Outdoor play equipment"
186,Lund_03091,Natural landscape,Grassland,Vegetation,Natural environment,Prairie,Nature,Grass,Nature reserve,Meadow,Green,L TR TR,O ) Olexiy Avramche!, Jun 2017,"Natural landscape,Grassland,Vegetation,Natural environment,Prairie,Nature,Grass,Nature reserve,Meadow,Green"
187,Lund_00273,Building,Classical architecture,Palace,Landmark,Architecture,Facade,Château,City,Official residence,Plaza,Lundagérd 9,i Rafael Lara, Jun 2011,"Building,Classical architecture,Palace,Landmark,Architecture,Facade,Château,City,Official residence,Plaza"
188,Lund_02091,Building,Town,Public space,Human settlement,City,Architecture,Town square,Plaza,House,Thoroughfare,,, Jun 2017,"Building,Town,Public space,Human settlement,City,Architecture,Town square,Plaza,House,Thoroughfare"
189,Lund_01042,Landmark,Building,Architecture,Château,Town,Stately home,Tree,City,Sky,Facade,Kulturen g,py g, Jun 2018,"Landmark,Building,Architecture,Château,Town,Stately home,Tree,City,Sky,Facade"
190,Lund_00826,Medieval architecture,Property,Castle,Building,Architecture,Château,Wall,Estate,Tree,Stately home,Lundagérd ¢,@ Kiryl Shantyka, Jun 2017,"Medieval architecture,Property,Castle,Building,Architecture,Château,Wall,Estate,Tree,Stately home"
191,Lund_03086,Building,Property,Architecture,City,Ceiling,,,,,,e Bjorn Davidsson,e Bjorn Davidsson, Jun 2017,
192,Lund_01957,Tree,Natural landscape,Nature,Green,Grass,Nature reserve,Natural environment,Leaf,Park,Lawn,Botanical Garden,Martin Andersso, Jun 2017,"Tree,Natural landscape,Nature,Green,Grass,Nature reserve,Natural environment,Leaf,Park,Lawn"
193,Lund_02415,Garden,Green,Tree,Lawn,Fountain,Grass,Botanical garden,Park,Botany,Water,Stadsparken,"@ e,", Jun 2017,"Garden,Green,Tree,Lawn,Fountain,Grass,Botanical garden,Park,Botany,Water"
194,Lund_02664,Pole,Cloud,Sky,Event,Crowd,,,,,,Nobbel6vs mosse,BB BB Beigi, Jun 2017,
195,Lund_03043,Animal sports,Sports,Dog agility,Lawn,Recreation,Dog sports,Grass,Pasture,,,Restaurant Thuleher,D) Daniel Pereyra, Jun 2017,
196,Lund_01699,Fountain,Water,Water feature,Tree,Architecture,Garden,Park,Plant,Leisure,Reflecting pool,Stadsparken ¢,Stadsparken ¢, Jun 2018,"Fountain,Water,Water feature,Tree,Architecture,Garden,Park,Plant,Leisure,Reflecting pool"
197,Lund_02314,Architecture,Land lot,Ecoregion,Sky,Grassland,Prairie,Plant community,Grass,House,Facade,MAX IV Laboratory,@ BT PR, Jun 2016,"Architecture,Land lot,Ecoregion,Sky,Grassland,Prairie,Plant community,Grass,House,Facade"
198,Lund_02574,Team sport,Grass,Sky,Sport venue,Sports,Player,Competition event,Team,Stadium,Championship,Klostergérdens IP,il VPN YT 1o K]0, Jun 2017,"Team sport,Grass,Sky,Sport venue,Sports,Player,Competition event,Team,Stadium,Championship"
199,Lund_01293,Landmark,Building,Architecture,Town,Church,Sky,Steeple,City,Clock tower,Tower,Lundagérd,P Peter Wolf, Jun 2018,"Landmark,Building,Architecture,Town,Church,Sky,Steeple,City,Clock tower,Tower"
200,Lund_00734,Metropolitan area,Urban area,Aerial photography,Residential area,City,Daytime,Bird's-eye view,Roof,Building,Neighbourhood,Sockerkokaregatan,S Stephan Andreas, Jun 2014,"Metropolitan area,Urban area,Aerial photography,Residential area,City,Daytime,Bird's-eye view,Roof,Building,Neighbourhood"
201,Lund_00543,City,Plaza,Town,Building,Town square,Public space,Human settlement,Landmark,Architecture,Sky,[T L He 1 BT,(% Rohullah Hussai, Jun 2017,"City,Plaza,Town,Building,Town square,Public space,Human settlement,Landmark,Architecture,Sky"
202,Lund_03070,Boardwalk,Sky,Wood,Dock,Deck,Tree,Walkway,Cloud,River,Vacation,iﬂ— Marie Cammarot,iﬂ— Marie Cammarot, Jun 2017,"Boardwalk,Sky,Wood,Dock,Deck,Tree,Walkway,Cloud,River,Vacation"
203,Lund_00448,Building,Property,Classical architecture,Architecture,Landmark,Mansion,House,Estate,Historic house,Facade,Lundagérd,»@ Aktham Yousef, Jun 2018,"Building,Property,Classical architecture,Architecture,Landmark,Mansion,House,Estate,Historic house,Facade"
204,Lund_01608,Pond,Water,Reflection,Garden,Reflecting pool,Botany,Botanical garden,Fish pond,Tree,Architecture,Botanical Garden,C) Christina Valfrids, Jun 2018,"Pond,Water,Reflection,Garden,Reflecting pool,Botany,Botanical garden,Fish pond,Tree,Architecture"
205,Lund_01970,Classical architecture,Building,Architecture,Landmark,Facade,Palace,Sky,City,Tourist attraction,House,Lundagérd 9,=170 ], Jun 2018,"Classical architecture,Building,Architecture,Landmark,Facade,Palace,Sky,City,Tourist attraction,House"
206,Lund_02583,Body of water,Natural landscape,Nature,Water,Water resources,Vegetation,Nature reserve,River,Natural environment,Bank,L TR TR,O ) Olexiy Avramche!, Jun 2017,"Body of water,Natural landscape,Nature,Water,Water resources,Vegetation,Nature reserve,River,Natural environment,Bank"
207,Lund_00338,Landmark,Building,Architecture,Tree,Château,Yellow,Town,Medieval architecture,Church,Stately home,Lundagérd,M Martin Jansson, Jun 2017,"Landmark,Building,Architecture,Tree,Château,Yellow,Town,Medieval architecture,Church,Stately home"
208,Lund_00705,Building,Estate,Mansion,Property,Palace,Stately home,Manor house,Official residence,Château,Architecture,Lundagérd 9,@ DLCI@L T, Jun 2017,"Building,Estate,Mansion,Property,Palace,Stately home,Manor house,Official residence,Château,Architecture"
209,Lund_02731,Building,Property,Facade,Real estate,Restaurant,,,,,,ICA Supermarket Lin,“é ! Ragnar Staalgrer, Jun 2017,
210,Lund_03148,Water,Atmospheric phenomenon,Water resources,River,Sky,Tree,Rain,Architecture,Cloud,Lake,Killbybadet g,03 Daniel Kretz, Jun 2017,"Water,Atmospheric phenomenon,Water resources,River,Sky,Tree,Rain,Architecture,Cloud,Lake"
211,Lund_02369,Sky,Transport,Cloud,Architecture,Roof,Land lot,Road,Vehicle,,,MAX IV Laboratory,MAX IV Laboratory, Jun 2015,
212,Lund_01372,Property,House,Building,Home,Residential area,Neighbourhood,Town,Estate,Architecture,Real estate,Kulturen,Alexandra von Pe, Jun 2017,"Property,House,Building,Home,Residential area,Neighbourhood,Town,Estate,Architecture,Real estate"
213,Lund_00527,Building,Mixed-use,Urban area,Human settlement,City,Residential area,Town,Urban design,Metropolitan area,Architecture,Vegalyckan,J | Jakob Navrozidis, Jun 2017,"Building,Mixed-use,Urban area,Human settlement,City,Residential area,Town,Urban design,Metropolitan area,Architecture"
214,Lund_01051,Body of water,Natural landscape,Nature,Reflection,Water,Water resources,Bank,River,Tree,Natural environment,Stadsparken,ﬁ Jaime Mora Salv, Jun 2018,"Body of water,Natural landscape,Nature,Reflection,Water,Water resources,Bank,River,Tree,Natural environment"
215,Lund_01833,Property,Building,Landmark,Architecture,House,Château,Estate,Town,Manor house,Real estate,Bantorget,A’ Stefanos Karidak, Jun 2017,"Property,Building,Landmark,Architecture,House,Château,Estate,Town,Manor house,Real estate"
216,Lund_02533,Tent,Canopy,Shade,Gazebo,,,,,,,Klostergérdens IP,Q‘ Mats Lundstrom, Jun 2017,
217,Lund_02461,Architecture,Building,Headquarters,Mixed-use,Corporate headquarters,Sky,Commercial building,Facade,Urban design,Project,MAX IV Laboratory,6 IR DL, Jun 2016,"Architecture,Building,Headquarters,Mixed-use,Corporate headquarters,Sky,Commercial building,Facade,Urban design,Project"
218,Lund_01982,Tree,Green,Garden,Vegetation,Shrub,Plant,Natural landscape,Grass,Woody plant,Botany,Stadsparken,Alexander Engstr, Jun 2017,"Tree,Green,Garden,Vegetation,Shrub,Plant,Natural landscape,Grass,Woody plant,Botany"
219,Lund_02802,Building,Architecture,Water,Botany,River,Pond,Palace,Tree,Garden,Estate,Lundagérd,M Martin Jansson, Jun 2017,"Building,Architecture,Water,Botany,River,Pond,Palace,Tree,Garden,Estate"
220,Lund_00288,Building,Property,Estate,Architecture,Stately home,Château,Manor house,Tree,House,Palace,Akademiska Forenin,@ Jun Luo, Jun 2017,"Building,Property,Estate,Architecture,Stately home,Château,Manor house,Tree,House,Palace"
221,Lund_02274,Natural landscape,Water,Natural environment,Grass,Nature reserve,Vegetation,Bank,Pond,Water resources,Grassland,L TR TR,Michael Shmuley, Jun 2018,"Natural landscape,Water,Natural environment,Grass,Nature reserve,Vegetation,Bank,Pond,Water resources,Grassland"
222,Lund_00244,Landmark,Building,Architecture,Medieval architecture,Sky,Classical architecture,Church,Place of worship,Facade,Cathedral,Lundagérd 9,€N Juan Piema, Jun 2018,"Landmark,Building,Architecture,Medieval architecture,Sky,Classical architecture,Church,Place of worship,Facade,Cathedral"
223,Lund_02069,Sky,Architecture,Building,Landmark,Town,Tree,City,Neighbourhood,Cloud,Castle,Lundagérd,Riccardo Patriarc, Jun 2016,"Sky,Architecture,Building,Landmark,Town,Tree,City,Neighbourhood,Cloud,Castle"
224,Lund_02251,Natural landscape,Body of water,Vegetation,Water,Nature,Natural environment,Bank,Nature reserve,Water resources,River,Nobbelovs mosse ¢,Philip Nilsson, Jun 2017,"Natural landscape,Body of water,Vegetation,Water,Nature,Natural environment,Bank,Nature reserve,Water resources,River"
225,Lund_00381,Building,Landmark,Architecture,Classical architecture,Property,Palace,Estate,Mansion,House,Château,Lundagérd,R N Y VBT e, Jun 2011,"Building,Landmark,Architecture,Classical architecture,Property,Palace,Estate,Mansion,House,Château"
226,Lund_00972,Building,Estate,Palace,Mansion,Château,Property,Landmark,Stately home,Official residence,Architecture,Lundagérd,M Markku Latvala, Jun 2018,"Building,Estate,Palace,Mansion,Château,Property,Landmark,Stately home,Official residence,Architecture"
