,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y,string
112,Lund_00551,Building,Architecture,Landmark,Medieval architecture,Classical architecture,Facade,Cathedral,City,Palace,Place of worship,Lund Cathedral,A Adeel Tajammul, Apr 2017,"Building,Architecture,Landmark,Medieval architecture,Classical architecture,Facade,Cathedral,City,Palace,Place of worship"
113,Lund_01053,Landmark,Architecture,Town,Steeple,Building,House,Sky,Roof,Church,Spire,Kulturen,M Maria Klanac, Apr 2018,"Landmark,Architecture,Town,Steeple,Building,House,Sky,Roof,Church,Spire"
114,Lund_01426,Medieval architecture,Historic site,Landmark,Architecture,Place of worship,Building,Ruins,Church,Sky,Ancient history,Klosterkyrkan ¢,‘ John Eckerdal, Apr 2018,"Medieval architecture,Historic site,Landmark,Architecture,Place of worship,Building,Ruins,Church,Sky,Ancient history"
115,Lund_01310,Natural landscape,Nature,Green,Sky,Grassland,Grass,Natural environment,Tree,Pasture,Water,Sankt Hans Hill ¢,AS.7, Apr 2018,"Natural landscape,Nature,Green,Sky,Grassland,Grass,Natural environment,Tree,Pasture,Water"
116,Lund_01371,Building,Property,Real estate,Rest area,Architecture,House,Mixed-use,City,,,Daniel Danhejd,Daniel Danhejd, Apr 2018,
117,Lund_00812,Landmark,Building,Classical architecture,Architecture,Property,Estate,Mansion,Palace,House,Real estate,Lundagérd 8,% V. Jamile, Apr 2009,"Landmark,Building,Classical architecture,Architecture,Property,Estate,Mansion,Palace,House,Real estate"
118,Lund_02676,Natural landscape,Tree,Grass,Walking,Botany,Spring,Waterway,Grass family,Sky,Plant,Rinnebick Gorge,Rinnebick Gorge, Apr 2018,"Natural landscape,Tree,Grass,Walking,Botany,Spring,Waterway,Grass family,Sky,Plant"
119,Lund_01557,Estate,Building,Mansion,Palace,Landmark,Property,Architecture,Stately home,Official residence,House,Lundagérd 9,Matilda Berg, Apr 2017,"Estate,Building,Mansion,Palace,Landmark,Property,Architecture,Stately home,Official residence,House"
120,Lund_00432,Landmark,Architecture,Building,Sky,Town,Church,City,Steeple,Facade,Cathedral,Lund Cathedral g,a ) andrea lucaci, Apr 2018,"Landmark,Architecture,Building,Sky,Town,Church,City,Steeple,Facade,Cathedral"
121,Lund_01717,Tree,Grass,Bench,House,Plant,Estate,Building,Park,Furniture,,Botanical Garden,S ) Sookyong Lee, Apr 2017,
122,Lund_01414,Property,Building,Architecture,Estate,Urban area,Mansion,Castle,House,Manor house,Tree,Lundagérd 9,Patrizia Sichi, Apr 2018,"Property,Building,Architecture,Estate,Urban area,Mansion,Castle,House,Manor house,Tree"
123,Lund_02744,Grass,Soil,Sky,Hill,Landscape,Fell,Tree,Running,Mountain,Grassland,Klosteréngshojden,Q Peter Nordensva, Apr 2017,"Grass,Soil,Sky,Hill,Landscape,Fell,Tree,Running,Mountain,Grassland"
124,Lund_02318,Transport,Architecture,Building,Facade,Commercial building,Glass,Real estate,Shade,House,Signage,Biltema,Mikael Jisander, Apr 2018,"Transport,Architecture,Building,Facade,Commercial building,Glass,Real estate,Shade,House,Signage"
125,Lund_01444,Classical architecture,Architecture,Landmark,Building,Facade,Column,Tourist attraction,City,Courthouse,Monument,Lundagérd 9,IR G, Apr 2018,"Classical architecture,Architecture,Landmark,Building,Facade,Column,Tourist attraction,City,Courthouse,Monument"
126,Lund_02680,Residential area,Property,Sky,Architecture,Urban area,Building,Roof,Home,Suburb,House,Lund Nordanvig,/ isam altaliqani, Apr 2018,"Residential area,Property,Sky,Architecture,Urban area,Building,Roof,Home,Suburb,House"
127,Lund_01308,Building,Landmark,Palace,Architecture,Estate,Classical architecture,Stately home,Mansion,Official residence,Presidential palace,Lundagérd,% Onga osborn G, Apr 2016,"Building,Landmark,Palace,Architecture,Estate,Classical architecture,Stately home,Mansion,Official residence,Presidential palace"
128,Lund_00779,Building,Classical architecture,Estate,Palace,Mansion,Landmark,Official residence,Architecture,Stately home,Château,Lundagérd,% Onga osborn G, Apr 2016,"Building,Classical architecture,Estate,Palace,Mansion,Landmark,Official residence,Architecture,Stately home,Château"
129,Lund_01071,Landmark,Grass,Building,Architecture,Sky,Stately home,College,Campus,Lawn,Tree,Lund Cathedral,&) Bjarne Rosengrel, Apr 2017,"Landmark,Grass,Building,Architecture,Sky,Stately home,College,Campus,Lawn,Tree"
130,Lund_01286,Restaurant,Building,Fast food restaurant,Architecture,Sky,Diner,Facade,House,Fast food,Business,Bo-Agne Jonssol,Bo-Agne Jonssol, Apr 2018,"Restaurant,Building,Fast food restaurant,Architecture,Sky,Diner,Facade,House,Fast food,Business"
131,Lund_02547,,,,,,,,,,,Rabysjon och Raby s,§ Anastasia Kantol, Apr 2018,
132,Lund_01895,Estate,Property,Building,Mansion,Stately home,Architecture,Manor house,Château,Grass,House,Lundagérd 9,Adrian Wach, Apr 2014,"Estate,Property,Building,Mansion,Stately home,Architecture,Manor house,Château,Grass,House"
133,Lund_01077,Classical architecture,Building,Architecture,Landmark,Palace,Estate,Mansion,Official residence,Stately home,Facade,Lundagérd,% Onga osborn G, Apr 2016,"Classical architecture,Building,Architecture,Landmark,Palace,Estate,Mansion,Official residence,Stately home,Facade"
134,Lund_01824,Town square,Town,City,Public space,Atmospheric phenomenon,Plaza,Human settlement,Building,Rain,Architecture,Stadshall Lund,&) Bjarne Rosengrel, Apr 2017,"Town square,Town,City,Public space,Atmospheric phenomenon,Plaza,Human settlement,Building,Rain,Architecture"
135,Lund_02350,Sport venue,Team sport,Ball game,Player,Grass,Football,Soccer-specific stadium,Sports,Soccer,Competition event,Klostergérdens IP,U  ulf svanstrom, Apr 2018,"Sport venue,Team sport,Ball game,Player,Grass,Football,Soccer-specific stadium,Sports,Soccer,Competition event"
136,Lund_02326,Pasture,Grassland,Land lot,Grass,Field,Natural environment,Meadow,Lawn,Plain,Farm,Nobbelbvs mosse,:&‘ Shaon Mazi, Apr 2017,"Pasture,Grassland,Land lot,Grass,Field,Natural environment,Meadow,Lawn,Plain,Farm"
137,Lund_01281,Building,Medieval architecture,Architecture,Stately home,Estate,Grass,Place of worship,Historic site,Church,Almshouse,7 O CUE,Martin Ingemans, Apr 2018,"Building,Medieval architecture,Architecture,Stately home,Estate,Grass,Place of worship,Historic site,Church,Almshouse"
138,Lund_01230,Sky,Landmark,Cloud,Architecture,Tree,Town,Church,Mountain,Grass,Building,Lundagérd 8,ﬁ' paul fackler, Apr 2018,"Sky,Landmark,Cloud,Architecture,Tree,Town,Church,Mountain,Grass,Building"
139,Lund_00848,Landmark,Building,Sky,Architecture,Town,Cathedral,Church,Photography,Place of worship,Facade,Lund Cathedral :,H ' Hauke Salmen, Apr 2017,"Landmark,Building,Sky,Architecture,Town,Cathedral,Church,Photography,Place of worship,Facade"
140,Lund_01378,Architecture,Building,Water,Tree,Grass,House,Garden,Courtyard,Plant,Cobblestone,Kulturen,‘ Marion Kaletta, Apr 2018,"Architecture,Building,Water,Tree,Grass,House,Garden,Courtyard,Plant,Cobblestone"
141,Lund_01525,Body of water,Pond,Bank,Water,Waterway,Reflection,Natural landscape,Tree,Canal,River,Botanical Garden,Jens Jgrgen Lykk, Apr 2018,"Body of water,Pond,Bank,Water,Waterway,Reflection,Natural landscape,Tree,Canal,River"
142,Lund_00803,Classical architecture,Architecture,Landmark,Building,Daytime,Sky,Facade,City,Palace,House,Lundagérd,B Bengt Ljungquist, Apr 2018,"Classical architecture,Architecture,Landmark,Building,Daytime,Sky,Facade,City,Palace,House"
143,Lund_00407,Building,Landmark,Architecture,Medieval architecture,Classical architecture,Facade,City,Cathedral,Sky,Place of worship,Lund Cathedral,A Adeel Tajammul, Apr 2017,"Building,Landmark,Architecture,Medieval architecture,Classical architecture,Facade,City,Cathedral,Sky,Place of worship"
144,Lund_01926,Sky,Cloud,Road,Town,City,Mountain,Infrastructure,Urban area,Lane,Street,0KQ8 Lund Kung Os:,¢ 3 DzH, Apr 2018,"Sky,Cloud,Road,Town,City,Mountain,Infrastructure,Urban area,Lane,Street"
145,Lund_00425,Landmark,City,Building,Plaza,Town,Architecture,Human settlement,Public space,Town square,Facade,Grand Hotel Lund,0 Andrew Feiermar, Apr 2018,"Landmark,City,Building,Plaza,Town,Architecture,Human settlement,Public space,Town square,Facade"
146,Lund_00739,Building,Estate,Mansion,Property,Stately home,Palace,Architecture,Official residence,Manor house,Classical architecture,Lundagérd,s Jasmine Vaughn, Apr 2017,"Building,Estate,Mansion,Property,Stately home,Palace,Architecture,Official residence,Manor house,Classical architecture"
147,Lund_01922,Landmark,Medieval architecture,Architecture,Building,Facade,Cathedral,Gothic architecture,Classical architecture,Tower,Place of worship,Lund Cathedral,A Adeel Tajammul, Apr 2017,"Landmark,Medieval architecture,Architecture,Building,Facade,Cathedral,Gothic architecture,Classical architecture,Tower,Place of worship"
148,Lund_00858,Landmark,Building,Medieval architecture,Church,Architecture,Sky,Parish,Place of worship,Tree,Chapel,Klosterkyrkan,R LE O T, Apr 2017,"Landmark,Building,Medieval architecture,Church,Architecture,Sky,Parish,Place of worship,Tree,Chapel"
149,Lund_00997,Body of water,Water,Water resources,Reflection,Waterway,Natural landscape,Watercourse,Bank,Pond,House,Kulturen,M Maria Klanac, Apr 2018,"Body of water,Water,Water resources,Reflection,Waterway,Natural landscape,Watercourse,Bank,Pond,House"
150,Lund_00475,Building,Property,Estate,Château,Landmark,Architecture,Mansion,Manor house,Sky,Stately home,Grand Hotel Lund,K Kristina Johanss, Apr 2017,"Building,Property,Estate,Château,Landmark,Architecture,Mansion,Manor house,Sky,Stately home"
151,Lund_01952,Property,Estate,House,Tree,Building,Mansion,Spring,Grass,Architecture,Real estate,Lundagérd,RGOSR, Apr 2018,"Property,Estate,House,Tree,Building,Mansion,Spring,Grass,Architecture,Real estate"
