,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y,string
113,Lund_01219,Building,Palace,Property,Classical architecture,Architecture,Estate,Mansion,Stately home,Official residence,Facade,Bangatan :,Sosoanjel Nan, Sep 2017,"Building,Palace,Property,Classical architecture,Architecture,Estate,Mansion,Stately home,Official residence,Facade"
114,Lund_00542,Building,Estate,Palace,Mansion,Property,Stately home,Château,House,Official residence,Architecture,Lundagérd,[ BRI TS, Sep 2016,"Building,Estate,Palace,Mansion,Property,Stately home,Château,House,Official residence,Architecture"
115,Lund_03194,Building,Property,Estate,Mansion,Palace,Architecture,Stately home,House,Manor house,Sky,Lundagérd,Pattara Kiatisevi, Sep 2018,"Building,Property,Estate,Mansion,Palace,Architecture,Stately home,House,Manor house,Sky"
116,Lund_02285,Vehicle,Car,Transport,Building,Car dealership,Parking lot,Retail,Real estate,Parking,City,Christian Ekstran,Christian Ekstran, Sep 2016,"Vehicle,Car,Transport,Building,Car dealership,Parking lot,Retail,Real estate,Parking,City"
117,Lund_02685,Building,Interior design,Ceiling,Room,Architecture,Floor,Furniture,House,Beam,Flooring,0spAB Plant Departr,D Day Time, Sep 2018,"Building,Interior design,Ceiling,Room,Architecture,Floor,Furniture,House,Beam,Flooring"
118,Lund_01880,Medieval architecture,Building,Landmark,Architecture,Historic site,Place of worship,Facade,Church,Cathedral,Temple,[T L He 1 BT,. EECIen, Sep 2017,"Medieval architecture,Building,Landmark,Architecture,Historic site,Place of worship,Facade,Church,Cathedral,Temple"
119,Lund_01857,Property,Building,House,Architecture,Town,Estate,Real estate,Manor house,Home,Almshouse,Kulturen,Hassanain Goval, Sep 2016,"Property,Building,House,Architecture,Town,Estate,Real estate,Manor house,Home,Almshouse"
120,Lund_01089,Water,Architecture,Sky,Botany,Tree,Photography,Botanical garden,Building,Fountain,Garden,Lundagérd 9,L 1T T, Sep 2013,"Water,Architecture,Sky,Botany,Tree,Photography,Botanical garden,Building,Fountain,Garden"
121,Lund_01737,Medieval architecture,Landmark,Architecture,Place of worship,Building,Cathedral,Gothic architecture,Spire,Steeple,Church,Lund Cathedral 3,Filip Tvetberg, Sep 2016,"Medieval architecture,Landmark,Architecture,Place of worship,Building,Cathedral,Gothic architecture,Spire,Steeple,Church"
122,Lund_02517,Greenhouse,Building,Houseplant,Botany,Architecture,Roof,Botanical garden,Tree,Plant,Floristry,0spAB Plant Departr,D Day Time, Sep 2018,"Greenhouse,Building,Houseplant,Botany,Architecture,Roof,Botanical garden,Tree,Plant,Floristry"
123,Lund_00191,Landmark,Architecture,Medieval architecture,Night,Building,Sky,Place of worship,Church,Facade,Cathedral,fbs Meghnath Saha,fbs Meghnath Saha, Sep 2016,"Landmark,Architecture,Medieval architecture,Night,Building,Sky,Place of worship,Church,Facade,Cathedral"
124,Lund_01682,Building,Architecture,Medieval architecture,Landmark,Place of worship,Church,Classical architecture,Stately home,Cathedral,Estate,[T L He 1 BT,. EECIen, Sep 2017,"Building,Architecture,Medieval architecture,Landmark,Place of worship,Church,Classical architecture,Stately home,Cathedral,Estate"
125,Lund_01937,Building,Estate,Mansion,Landmark,Property,Palace,Architecture,Stately home,Official residence,House,LTI G T,f@: Mister No, Sep 2017,"Building,Estate,Mansion,Landmark,Property,Palace,Architecture,Stately home,Official residence,House"
126,Lund_00678,Building,Palace,Estate,Official residence,Waterway,Château,Architecture,Reflecting pool,Mansion,Stately home,Lundagérd 8,f} sasan fallahi, Sep 2016,"Building,Palace,Estate,Official residence,Waterway,Château,Architecture,Reflecting pool,Mansion,Stately home"
127,Lund_02808,Building,Landmark,Architecture,Sky,City,Cathedral,Medieval architecture,Tower,Place of worship,Facade,Lund Cathedral,Ville Andersson, Sep 2018,"Building,Landmark,Architecture,Sky,City,Cathedral,Medieval architecture,Tower,Place of worship,Facade"
128,Lund_01853,Estate,Property,Building,Mansion,House,Architecture,Stately home,City,Palace,Villa,Lundagérd 9,Jeroen Klijs, Sep 2017,"Estate,Property,Building,Mansion,House,Architecture,Stately home,City,Palace,Villa"
129,Lund_00856,Landmark,Building,Architecture,Tower,Medieval architecture,Tree,Church,Historic site,Place of worship,Estate,Lundagérd,'@ Olena Polishko, Sep 2017,"Landmark,Building,Architecture,Tower,Medieval architecture,Tree,Church,Historic site,Place of worship,Estate"
130,Lund_02657,Sky,Cloud,Architecture,Natural environment,Daytime,Grass,Water,Sea,Coast,Grassland,MAX IV Laboratory,‘ John Eckerdal, Sep 2018,"Sky,Cloud,Architecture,Natural environment,Daytime,Grass,Water,Sea,Coast,Grassland"
131,Lund_02077,Water,Fountain,Architecture,Tree,Park,Water feature,Building,,,,Lundagérd,ﬂ Dimitri Claerbout, Sep 2016,
132,Lund_01726,Building,Architecture,Landmark,Property,Town,Medieval architecture,Facade,City,Stately home,Palace,Juridicum 3,f@: Mister No, Sep 2017,"Building,Architecture,Landmark,Property,Town,Medieval architecture,Facade,City,Stately home,Palace"
133,Lund_03185,Building,Landmark,Town,Architecture,City,Human settlement,Neighbourhood,Sky,Mixed-use,Facade,University Library H,Q Joar Lindén, Sep 2017,"Building,Landmark,Town,Architecture,City,Human settlement,Neighbourhood,Sky,Mixed-use,Facade"
134,Lund_03044,Residential area,Property,Architecture,Building,House,Apartment,Real estate,Facade,Neighbourhood,Home,ICA Supermarket Lin,[ETERTG RG], Sep 2017,"Residential area,Property,Architecture,Building,House,Apartment,Real estate,Facade,Neighbourhood,Home"
135,Lund_01532,Building,Estate,Palace,Mansion,Official residence,Château,Stately home,Manor house,Classical architecture,Presidential palace,Lundagérd,Abdellah Maichn, Sep 2018,"Building,Estate,Palace,Mansion,Official residence,Château,Stately home,Manor house,Classical architecture,Presidential palace"
136,Lund_00503,Building,Estate,Mansion,Landmark,Property,House,Architecture,Classical architecture,Palace,Stately home,Universitetshuset,B BRF Havslaxen, Sep 2007,"Building,Estate,Mansion,Landmark,Property,House,Architecture,Classical architecture,Palace,Stately home"
137,Lund_00101,Town,Neighbourhood,Building,Street,Property,Architecture,Human settlement,City,House,Mixed-use,@ Hans Jirgen Klai,@ Hans Jirgen Klai, Sep 2018,"Town,Neighbourhood,Building,Street,Property,Architecture,Human settlement,City,House,Mixed-use"
138,Lund_01587,Fountain,Water feature,Grass,Garden,Tree,Public space,Water,Botany,Park,Lawn,Stadsparken 9,Noelia Vilalta, Sep 2017,"Fountain,Water feature,Grass,Garden,Tree,Public space,Water,Botany,Park,Lawn"
139,Lund_00005,Building,Estate,Property,Architecture,House,Landmark,Mansion,Official residence,Stately home,Tree,Botanical Garden #L,@ Hans Jirgen Klai, Sep 2018,"Building,Estate,Property,Architecture,House,Landmark,Mansion,Official residence,Stately home,Tree"
140,Lund_02280,Natural landscape,Natural environment,Nature,Grassland,Nature reserve,Vegetation,Marsh,Pasture,Wetland,Land lot,Nobbel6vs mosse,Lilja Skéld, Sep 2016,"Natural landscape,Natural environment,Nature,Grassland,Nature reserve,Vegetation,Marsh,Pasture,Wetland,Land lot"
141,Lund_00029,Estate,Building,Mansion,Property,Palace,Official residence,Manor house,House,Stately home,Architecture,[T 3,. ling zhang, Sep 2015 |,"Estate,Building,Mansion,Property,Palace,Official residence,Manor house,House,Stately home,Architecture"
142,Lund_00883,Building,Architecture,Landmark,Property,Classical architecture,Mansion,Estate,Historic house,Facade,House,LTI G T,f@: Mister No, Sep 2017,"Building,Architecture,Landmark,Property,Classical architecture,Mansion,Estate,Historic house,Facade,House"
143,Lund_00917,Building,House,Property,Estate,Architecture,Mansion,Home,Historic house,Palace,Tree,Lundagérd,@ ST EE ), Sep 2007,"Building,House,Property,Estate,Architecture,Mansion,Home,Historic house,Palace,Tree"
144,Lund_00780,Building,Architecture,Medieval architecture,Landmark,Church,Place of worship,Château,Parish,Abbey,Tree,Lund Cathedral {,Y Y 7, Sep 2018,"Building,Architecture,Medieval architecture,Landmark,Church,Place of worship,Château,Parish,Abbey,Tree"
145,Lund_02180,Fountain,Grass,Park,Public space,Water feature,Water,Botany,Tree,Garden,Lawn,Stadsparken g,Stadsparken g, Sep 2017,"Fountain,Grass,Park,Public space,Water feature,Water,Botany,Tree,Garden,Lawn"
146,Lund_00554,Building,Property,Architecture,Mansion,Stately home,Estate,Palace,Facade,City,Historic house,Grand Hotel Lund,M Martin Mc Anesp, Sep 2017,"Building,Property,Architecture,Mansion,Stately home,Estate,Palace,Facade,City,Historic house"
147,Lund_00492,Landmark,Building,Château,Property,Palace,Architecture,Stately home,Estate,Tree,Castle,Lund Cathedral,g b Per Pixel Peterss, Sep 2015,"Landmark,Building,Château,Property,Palace,Architecture,Stately home,Estate,Tree,Castle"
148,Lund_01562,Sport venue,Natural landscape,Land lot,Grassland,Green,Sky,Grass,Natural environment,Plain,Golf course,Sankt Hans Hill ¢,Hafidz Alhaq, Sep 2016,"Sport venue,Natural landscape,Land lot,Grassland,Green,Sky,Grass,Natural environment,Plain,Golf course"
149,Lund_00655,Estate,Building,Landmark,Mansion,Property,Palace,Château,Classical architecture,Architecture,Stately home,Historiska museet vi,@ Hans Jirgen Klai, Sep 2018,"Estate,Building,Landmark,Mansion,Property,Palace,Château,Classical architecture,Architecture,Stately home"
150,Lund_03130,Sky,Cloud,Land lot,Plain,Rural area,Landscape,Photography,Airport,Prairie,House,MAX IV Laboratory,6 IR DL, Sep 2016,"Sky,Cloud,Land lot,Plain,Rural area,Landscape,Photography,Airport,Prairie,House"
151,Lund_00746,Building,Sky,Estate,Architecture,Tree,House,Grass,Cloud,Landscape,Château,Lundagérd 9,L 1T T, Sep 2013,"Building,Sky,Estate,Architecture,Tree,House,Grass,Cloud,Landscape,Château"
152,Lund_01995,Estate,Property,Natural landscape,Garden,Botanical garden,House,Building,Mansion,Landscaping,Bank,Botanical Garden,i;. Bjarne Rosengrel, Sep 2017,"Estate,Property,Natural landscape,Garden,Botanical garden,House,Building,Mansion,Landscaping,Bank"
153,Lund_00319,Estate,Building,Mansion,Property,Palace,Landmark,Stately home,Architecture,House,Château,Lundagérd,ke Elayan Abu Gharl, Sep 2014,"Estate,Building,Mansion,Property,Palace,Landmark,Stately home,Architecture,House,Château"
154,Lund_00622,Building,Estate,Palace,Mansion,Property,Stately home,Château,House,Official residence,Architecture,Lundagérd,[ BRI TS, Sep 2016,"Building,Estate,Palace,Mansion,Property,Stately home,Château,House,Official residence,Architecture"
155,Lund_02830,Town,Plaza,Building,Property,Town square,City,Public space,Human settlement,Neighbourhood,Mixed-use,BMC - Biomedical Cq,6 IR DL, Sep 2016,"Town,Plaza,Building,Property,Town square,City,Public space,Human settlement,Neighbourhood,Mixed-use"
156,Lund_00805,Building,Property,Landmark,Estate,Architecture,Mansion,Palace,Stately home,City,House,Lundagard ¢,e; P, Sep 2018,"Building,Property,Landmark,Estate,Architecture,Mansion,Palace,Stately home,City,House"
157,Lund_01376,Property,Building,Architecture,Estate,Stately home,Mansion,House,Manor house,Facade,Historic house,Gamla Biskopshuset,f@: Mister No, Sep 2017,"Property,Building,Architecture,Estate,Stately home,Mansion,House,Manor house,Facade,Historic house"
158,Lund_00365,Landmark,Architecture,Building,City,Sky,Daytime,Facade,Human settlement,Tower,Town,Lund Cathedral,Lund Cathedral, Sep 2017,"Landmark,Architecture,Building,City,Sky,Daytime,Facade,Human settlement,Tower,Town"
159,Lund_01221,Sport venue,Grassland,Land lot,Natural landscape,Grass,Golf course,Plain,Golf club,Sky,Pasture,R0 EL TG Y,gé Varij A Ekelund, Sep 2017,"Sport venue,Grassland,Land lot,Natural landscape,Grass,Golf course,Plain,Golf club,Sky,Pasture"
160,Lund_00540,Building,Estate,Palace,Mansion,Property,Stately home,Château,House,Official residence,Architecture,Lundagérd,[ BRI TS, Sep 2016,"Building,Estate,Palace,Mansion,Property,Stately home,Château,House,Official residence,Architecture"
161,Lund_03151,Roof,Architecture,Sky,Technology,Asphalt,Road surface,Sport venue,Road,,,Killbybadet,Aleksander Szyci, Sep 2018,
162,Lund_00420,Estate,Building,Property,Mansion,Palace,House,Official residence,Château,Stately home,Architecture,Lundagérd 8,4 ) ZKhaleel, Sep 2016,"Estate,Building,Property,Mansion,Palace,House,Official residence,Château,Stately home,Architecture"
163,Lund_02838,Landmark,Building,Town,Architecture,Transport,City,Vehicle,Church,Neighbourhood,Metropolitan area,Universitetshuset :,fﬂr: BN, Sep 2017,"Landmark,Building,Town,Architecture,Transport,City,Vehicle,Church,Neighbourhood,Metropolitan area"
164,Lund_02618,Sidewalk,Lane,Road,Asphalt,Residential area,Public space,Sky,Daytime,Tree,Neighbourhood,Netto,% (UTEEIEY CERE, Sep 2017,"Sidewalk,Lane,Road,Asphalt,Residential area,Public space,Sky,Daytime,Tree,Neighbourhood"
165,Lund_01572,Landmark,Architecture,Building,Medieval architecture,Sky,Tower,Cathedral,Facade,Place of worship,Church,Lundagérd,Pattara Kiatisevi, Sep 2018,"Landmark,Architecture,Building,Medieval architecture,Sky,Tower,Cathedral,Facade,Place of worship,Church"
166,Lund_00580,Estate,Building,Mansion,Palace,Property,Official residence,Stately home,Château,Architecture,Manor house,Lundagérd 8,@ Erik Westrup, Sep 2017,"Estate,Building,Mansion,Palace,Property,Official residence,Stately home,Château,Architecture,Manor house"
167,Lund_01493,Tree,Architecture,Building,Estate,Plant,Château,Palace,,,,[T L He 1 BT,. EECIen, Sep 2017,
168,Lund_01862,Water,Reflecting pool,Fountain,Garden,Botanical garden,Botany,Pond,Tree,Park,Water feature,Lundagérd 9,?“»2 il Jénos Kiss, Sep 2018,"Water,Reflecting pool,Fountain,Garden,Botanical garden,Botany,Pond,Tree,Park,Water feature"
169,Lund_01214,Property,Building,Residential area,Public space,Architecture,Botany,Neighbourhood,House,Real estate,Tree,Lundagérd 9,P Pulak Barua, Sep 2017,"Property,Building,Residential area,Public space,Architecture,Botany,Neighbourhood,House,Real estate,Tree"
170,Lund_00693,Estate,Building,Mansion,Landmark,Property,Palace,House,Architecture,Official residence,Manor house,Lundagérd,"@"" pieterjan vaneerc", Sep 2016,"Estate,Building,Mansion,Landmark,Property,Palace,House,Architecture,Official residence,Manor house"
171,Lund_01933,Property,Grass,House,Green,Building,Lawn,Home,Real estate,Residential area,Estate,Tridgéardsverandan,6 IR DL, Sep 2017,"Property,Grass,House,Green,Building,Lawn,Home,Real estate,Residential area,Estate"
172,Lund_01465,Building,Natural landscape,Architecture,House,Grass,Estate,Urban area,Tree,Home,City,Lundagérd,Sapkaris Nikolao, Sep 2018,"Building,Natural landscape,Architecture,House,Grass,Estate,Urban area,Tree,Home,City"
173,Lund_01958,Landmark,Vehicle,Architecture,Town,Building,Car,Wall,City,Tourism,City car,Lund Cathedral ¢,Reine Himmer, Sep 2017,"Landmark,Vehicle,Architecture,Town,Building,Car,Wall,City,Tourism,City car"
174,Lund_01092,Landmark,Building,Mansion,Estate,Property,Architecture,House,Sky,Stately home,Home,Lundagérd H,"«’l‘é‘f"" ARG Y", Sep 2016,"Landmark,Building,Mansion,Estate,Property,Architecture,House,Sky,Stately home,Home"
175,Lund_01086,Medieval architecture,Architecture,Building,Landmark,Place of worship,Classical architecture,Church,Facade,Historic site,Parish,[T L He 1 BT,. EECIen, Sep 2017,"Medieval architecture,Architecture,Building,Landmark,Place of worship,Classical architecture,Church,Facade,Historic site,Parish"
176,Lund_02330,Sky,Cloud,Daytime,Natural landscape,Natural environment,Horizon,Plain,Morning,Mountain,Atmosphere,Klosteréingshdjden,Ragnar Staalgrer, Sep 2017,"Sky,Cloud,Daytime,Natural landscape,Natural environment,Horizon,Plain,Morning,Mountain,Atmosphere"
177,Lund_02792,Landmark,Architecture,Building,Night,Sky,Light,Lighting,Medieval architecture,Cathedral,Facade,f.s Meghnath Saha,f.s Meghnath Saha, Sep 2016,"Landmark,Architecture,Building,Night,Sky,Light,Lighting,Medieval architecture,Cathedral,Facade"
178,Lund_02266,Water resources,Body of water,Waterway,Stream,Watercourse,Bank,Water,Stream bed,Riparian zone,Arroyo,Rinnebick Gorge 2,Maria Tracz, Sep 2016,"Water resources,Body of water,Waterway,Stream,Watercourse,Bank,Water,Stream bed,Riparian zone,Arroyo"
179,Lund_02483,Building,Road,Signage,,,,,,,,Netto,» & E R Ry, Sep 2016,
180,Lund_00625,Estate,Building,Mansion,Property,Palace,Stately home,Manor house,Château,House,Official residence,[T T VT,@ Adrian Popescu, Sep 2016,"Estate,Building,Mansion,Property,Palace,Stately home,Manor house,Château,House,Official residence"
181,Lund_00896,Estate,Property,Building,Mansion,Landmark,House,Architecture,Home,Palace,Sky,Lundagérd 9,‘Z) Dillon Cower, Sep 2018,"Estate,Property,Building,Mansion,Landmark,House,Architecture,Home,Palace,Sky"
182,Lund_00744,Estate,Building,Mansion,Landmark,Property,Palace,Architecture,Stately home,Château,House,[T T VT,@ Adrian Popescu, Sep 2016,"Estate,Building,Mansion,Landmark,Property,Palace,Architecture,Stately home,Château,House"
183,Lund_02364,Dish,Pizza,Food,Cuisine,Pizza cheese,Flatbread,California-style pizza,Ingredient,Fast food,Italian food,Klostergardens Rest,i:’% op Bsyas, Sep 2018,"Dish,Pizza,Food,Cuisine,Pizza cheese,Flatbread,California-style pizza,Ingredient,Fast food,Italian food"
184,Lund_00073,Landmark,Architecture,Building,Medieval architecture,Tower,Tree,Château,Estate,Historic site,Castle,@ Hans Jirgen Klai,@ Hans Jirgen Klai, Sep 2018,"Landmark,Architecture,Building,Medieval architecture,Tower,Tree,Château,Estate,Historic site,Castle"
185,Lund_02033,Natural landscape,Nature,Green,Vegetation,Sky,Tree,Water,Highland,Grass,Nature reserve,Rinnebick Gorge,Peter Vang Chris, Sep 2010,"Natural landscape,Nature,Green,Vegetation,Sky,Tree,Water,Highland,Grass,Nature reserve"
186,Lund_00022,Statue,Sculpture,Monument,Memorial,Landmark,Classical sculpture,Grass,Art,Tree,Stone carving,@ Saadiyah Darus,@ Saadiyah Darus, Sep 2009,"Statue,Sculpture,Monument,Memorial,Landmark,Classical sculpture,Grass,Art,Tree,Stone carving"
187,Lund_01959,Tree,Building,Sky,Architecture,House,Castle,Grass,Plant,Facade,City,Lundagérd,ER R, Sep 2017,"Tree,Building,Sky,Architecture,House,Castle,Grass,Plant,Facade,City"
188,Lund_01271,Classical architecture,Architecture,Landmark,Building,Facade,House,Sky,Courthouse,Material property,Column,Lundagérd,Maria del Carme!, Sep 2016,"Classical architecture,Architecture,Landmark,Building,Facade,House,Sky,Courthouse,Material property,Column"
189,Lund_01517,Estate,Building,Mansion,Palace,Property,Château,Stately home,Manor house,Castle,House,Lundagérd 9,Piyush Goyal, Sep 2018,"Estate,Building,Mansion,Palace,Property,Château,Stately home,Manor house,Castle,House"
190,Lund_02863,Building,Town,Neighbourhood,Landmark,Architecture,Property,House,Urban area,City,Street,Lund Cathedral,Benjamin Chen, Sep 2017,"Building,Town,Neighbourhood,Landmark,Architecture,Property,House,Urban area,City,Street"
191,Lund_00444,Palace,Estate,Building,Mansion,Landmark,Stately home,Official residence,House,Architecture,Château,Lundsuniversitet Vit:,%\ andres palomino, Sep 2017,"Palace,Estate,Building,Mansion,Landmark,Stately home,Official residence,House,Architecture,Château"
192,Lund_00658,Classical architecture,Landmark,Architecture,Building,Facade,Palace,City,Tourist attraction,Tourism,Seat of local government,Lundagérd 9,6 Rene Wagner, Sep 2017,"Classical architecture,Landmark,Architecture,Building,Facade,Palace,City,Tourist attraction,Tourism,Seat of local government"
193,Lund_00354,Landmark,Architecture,Building,Sky,City,Facade,Human settlement,Town,Tower,Classical architecture,[T L E e G T,s‘ LEERT oYY, Sep 2017,"Landmark,Architecture,Building,Sky,City,Facade,Human settlement,Town,Tower,Classical architecture"
194,Lund_00241,Landmark,Estate,Building,Sky,Mansion,Architecture,Palace,Stately home,Cloud,Classical architecture,[T T VT,L AL e, Sep 2018,"Landmark,Estate,Building,Sky,Mansion,Architecture,Palace,Stately home,Cloud,Classical architecture"
195,Lund_02212,Water resources,Water,Watercourse,Waterway,Natural landscape,Geological phenomenon,Biome,Nature reserve,Stream,Riparian zone,Tidig host.,G VC:ENEE, Sep 2017,"Water resources,Water,Watercourse,Waterway,Natural landscape,Geological phenomenon,Biome,Nature reserve,Stream,Riparian zone"
196,Lund_01643,Fountain,Garden,Water feature,Grass,Lawn,Sky,Public space,Tree,Water,Park,Stadsparken,Thomas Kuriako:, Sep 2017,"Fountain,Garden,Water feature,Grass,Lawn,Sky,Public space,Tree,Water,Park"
197,Lund_00874,Building,Landmark,Architecture,Medieval architecture,Property,Church,Wall,Tree,Place of worship,Parish,Lund Cathedral,(ﬁ TR TS, Sep 2018,"Building,Landmark,Architecture,Medieval architecture,Property,Church,Wall,Tree,Place of worship,Parish"
198,Lund_01467,Tower,Architecture,Bicycle,Building,Grass,Tree,Fortification,Castle,Historic site,Vehicle,Lundagérd,‘a Sapkaris Nikolao, Sep 2018,"Tower,Architecture,Bicycle,Building,Grass,Tree,Fortification,Castle,Historic site,Vehicle"
199,Lund_00348,Building,Medieval architecture,Architecture,Stately home,Estate,Place of worship,Church,Grass,Listed building,Classical architecture,Lundagérd 9,P Pulak Barua, Sep 2017,"Building,Medieval architecture,Architecture,Stately home,Estate,Place of worship,Church,Grass,Listed building,Classical architecture"
200,Lund_00880,Architecture,Building,Classical architecture,Landmark,Facade,House,Palace,Sky,Mansion,City,LTI G T,f@: Mister No, Sep 2017,"Architecture,Building,Classical architecture,Landmark,Facade,House,Palace,Sky,Mansion,City"
201,Lund_01127,Landmark,Building,Mansion,Estate,Property,Sky,Architecture,House,Palace,Tree,Lundagérd 9,3‘ Joe Bunting, Sep 2017,"Landmark,Building,Mansion,Estate,Property,Sky,Architecture,House,Palace,Tree"
202,Lund_00040,Building,Classical architecture,Landmark,Palace,Estate,Architecture,Property,Mansion,Stately home,Château,@ Saadiyah Darus,@ Saadiyah Darus, Sep 2009,"Building,Classical architecture,Landmark,Palace,Estate,Architecture,Property,Mansion,Stately home,Château"
203,Lund_02860,Estate,Building,Palace,Mansion,Stately home,Château,Official residence,Manor house,Classical architecture,Presidential palace,Lundagérd,Lundagérd, Sep 2018,"Estate,Building,Palace,Mansion,Stately home,Château,Official residence,Manor house,Classical architecture,Presidential palace"
204,Lund_01929,Building,Architecture,Property,Landmark,Facade,Town,Stately home,House,Mansion,Medieval architecture,Grand Hotel Lund,3 Martin Solari, Sep 2012,"Building,Architecture,Property,Landmark,Facade,Town,Stately home,House,Mansion,Medieval architecture"
205,Lund_02075,Building,Landmark,Architecture,Town,House,Facade,Urban area,Sky,City,Neighbourhood,Akademiska Forenin,Akademiska Forenin, Sep 2018,"Building,Landmark,Architecture,Town,House,Facade,Urban area,Sky,City,Neighbourhood"
206,Lund_01122,Classical architecture,Landmark,Building,Architecture,Palace,Facade,Sky,Courthouse,City,House,3 Martin Solari,3 Martin Solari, Sep 2012,"Classical architecture,Landmark,Building,Architecture,Palace,Facade,Sky,Courthouse,City,House"
207,Lund_00479,Estate,Building,Mansion,Palace,Property,Château,Stately home,Landmark,Architecture,Official residence,Lundagérd 3,%) Lise Galuga, Sep 2017,"Estate,Building,Mansion,Palace,Property,Château,Stately home,Landmark,Architecture,Official residence"
208,Lund_00284,Building,Estate,Property,Architecture,House,Landmark,Mansion,Official residence,Stately home,Tree,Botanical Garden,@ Hans Jirgen Klai, Sep 2018,"Building,Estate,Property,Architecture,House,Landmark,Mansion,Official residence,Stately home,Tree"
209,Lund_02674,Sky,Natural landscape,Plain,Natural environment,Grassland,Cloud,Wilderness,Hill,Prairie,Field,Klosteréingshdjden,@ Ragnar Staalgrer, Sep 2017,"Sky,Natural landscape,Plain,Natural environment,Grassland,Cloud,Wilderness,Hill,Prairie,Field"
210,Lund_00339,Landmark,Building,Architecture,Medieval architecture,Sky,Place of worship,Cathedral,Church,Gothic architecture,Classical architecture,Lundagérd,@:}0 Diego Reyes Gon, Sep 2017,"Landmark,Building,Architecture,Medieval architecture,Sky,Place of worship,Cathedral,Church,Gothic architecture,Classical architecture"
211,Lund_02219,Property,Estate,Building,House,Home,Manor house,Mansion,Real estate,Grass,Cottage,Botanical Garden 2,Ana Ragazzi, Sep 2018,"Property,Estate,Building,House,Home,Manor house,Mansion,Real estate,Grass,Cottage"
212,Lund_00011,Building,Estate,Mansion,Landmark,Palace,Property,Architecture,Classical architecture,Stately home,Château,@ Hans Jirgen Klai,@ Hans Jirgen Klai, Sep 2018,"Building,Estate,Mansion,Landmark,Palace,Property,Architecture,Classical architecture,Stately home,Château"
213,Lund_00918,Building,House,Property,Estate,Architecture,Mansion,Home,Historic house,Palace,Tree,Lundagérd,@ ST EE ), Sep 2007,"Building,House,Property,Estate,Architecture,Mansion,Home,Historic house,Palace,Tree"
214,Lund_00765,Residential area,Property,Public space,Building,Daytime,Town,Architecture,Human settlement,City,Grass,BMC - Biomedical Ce,6 IR DL, Sep 2016,"Residential area,Property,Public space,Building,Daytime,Town,Architecture,Human settlement,City,Grass"
215,Lund_02413,Town,Building,Property,Human settlement,Neighbourhood,City,Street,Mixed-use,Architecture,Downtown,Lundagérd g,“.3 Florian Lang, Sep 2011,"Town,Building,Property,Human settlement,Neighbourhood,City,Street,Mixed-use,Architecture,Downtown"
216,Lund_02722,Tree,Grass,Sky,Natural landscape,Natural environment,Pasture,Grass family,Woody plant,Land lot,Lawn,Fredentorps Begravr,6 IR DL, Sep 2016,"Tree,Grass,Sky,Natural landscape,Natural environment,Pasture,Grass family,Woody plant,Land lot,Lawn"
217,Lund_00028,House,Property,Building,Architecture,Facade,Wall,Window,Home,Tree,Brickwork,@ Saadiyah Darus,@ Saadiyah Darus, Sep 2009,"House,Property,Building,Architecture,Facade,Wall,Window,Home,Tree,Brickwork"
218,Lund_00613,Building,Property,Palace,Mansion,Landmark,Estate,Architecture,Classical architecture,Stately home,Official residence,Lundagérd,@ leva Paskauskait, Sep 2015,"Building,Property,Palace,Mansion,Landmark,Estate,Architecture,Classical architecture,Stately home,Official residence"
219,Lund_01861,Swan,Bird,Water bird,Pond,Bank,"Ducks, geese and swans",Waterway,Water resources,Waterfowl,Water,Stadsparken :,Mr.Roman Lak, Sep 2016,"Swan,Bird,Water bird,Pond,Bank,Ducks, geese and swans,Waterway,Water resources,Waterfowl,Water"
220,Lund_01940,Sky,Landmark,Building,Architecture,Town,Medieval architecture,Church,Wall,Place of worship,Cathedral,[T T o1 T T,Steve Dark, Sep 2017,"Sky,Landmark,Building,Architecture,Town,Medieval architecture,Church,Wall,Place of worship,Cathedral"
221,Lund_00389,Landmark,Building,Property,Estate,Palace,Stately home,Architecture,Classical architecture,Mansion,Plaza,Lundagérd 9,RY Rafal Kruk, Sep 2014,"Landmark,Building,Property,Estate,Palace,Stately home,Architecture,Classical architecture,Mansion,Plaza"
222,Lund_01466,Landmark,Architecture,Medieval architecture,Building,Gothic architecture,Sky,Cathedral,Place of worship,Church,Spire,Lundagérd 8,David Ekberg, Sep 2018,"Landmark,Architecture,Medieval architecture,Building,Gothic architecture,Sky,Cathedral,Place of worship,Church,Spire"
223,Lund_01326,Landmark,Monument,Memorial,Sky,Grass,Tree,Statue,National historic landmark,Architecture,Tower,Monument Slaget vic,david stuart, Sep 2018,"Landmark,Monument,Memorial,Sky,Grass,Tree,Statue,National historic landmark,Architecture,Tower"
224,Lund_01509,Garden,Botanical garden,Tree,Natural landscape,Plant,Botany,Park,Spring,Flower,Leaf,Stadsparken,Patrik Ganhagen, Sep 2016,"Garden,Botanical garden,Tree,Natural landscape,Plant,Botany,Park,Spring,Flower,Leaf"
225,Lund_01546,Landmark,Building,Architecture,Classical architecture,Palace,Mansion,Official residence,Estate,Sky,Facade,[T T VT,(é 7 Paulina Belenitsk, Sep 2018,"Landmark,Building,Architecture,Classical architecture,Palace,Mansion,Official residence,Estate,Sky,Facade"
