,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y,string
111,Lund_02562,Vegetation,Natural environment,Sky,Grassland,Hill,Land lot,Shrubland,Wilderness,Ecoregion,Grass,Klosteréingshdjden,Klosteréingshdjden, Aug 2016,"Vegetation,Natural environment,Sky,Grassland,Hill,Land lot,Shrubland,Wilderness,Ecoregion,Grass"
112,Lund_00317,Landmark,Building,Architecture,Sky,Medieval architecture,Town,City,Church,Facade,Classical architecture,[T L He 1 BT,";“""‘ Benjamin Zingse", Aug 2017,"Landmark,Building,Architecture,Sky,Medieval architecture,Town,City,Church,Facade,Classical architecture"
113,Lund_02859,Estate,Property,Building,Mansion,House,Architecture,Palace,Stately home,Manor house,Historic house,Lund Cathedral :,UIf Danielsson, Aug 2017,"Estate,Property,Building,Mansion,House,Architecture,Palace,Stately home,Manor house,Historic house"
114,Lund_01000,Landmark,Sky,Architecture,Building,Town,City,Church,Urban area,Human settlement,Cathedral,Lundagérd,D Daniel Zimmerm, Aug 2017,"Landmark,Sky,Architecture,Building,Town,City,Church,Urban area,Human settlement,Cathedral"
115,Lund_01669,Town,Building,Architecture,Human settlement,City,House,Neighbourhood,Street,Mixed-use,Facade,[T T o1 T T T,(o) JoL RV, Aug 2018,"Town,Building,Architecture,Human settlement,City,House,Neighbourhood,Street,Mixed-use,Facade"
116,Lund_01955,Building,Landmark,Palace,Estate,Architecture,Mansion,Official residence,House,Classical architecture,Stately home,Lundagérd 9,Luisa Cunial, Aug 2018,"Building,Landmark,Palace,Estate,Architecture,Mansion,Official residence,House,Classical architecture,Stately home"
117,Lund_02044,Property,Building,Town,House,Architecture,Facade,Real estate,Home,Window,Street,Direkt Optik ¢,ﬁ Meta Larsson, Aug 2018,"Property,Building,Town,House,Architecture,Facade,Real estate,Home,Window,Street"
118,Lund_00983,Landmark,Building,Architecture,Steeple,Church,Town,Cathedral,City,Sky,Place of worship,Lundagérd 9,@ Daniel Klein, Aug 2018,"Landmark,Building,Architecture,Steeple,Church,Town,Cathedral,City,Sky,Place of worship"
119,Lund_00902,Water,Sky,Fountain,Architecture,Botany,Tree,Estate,Water feature,Building,Park,Lundagérd,'aﬁ Gaston Ragnar R, Aug 2016,"Water,Sky,Fountain,Architecture,Botany,Tree,Estate,Water feature,Building,Park"
120,Lund_01421,Building,Classical architecture,Landmark,Architecture,Palace,Facade,City,Tourist attraction,Seat of local government,Château,Lundagérd,0 Joachim Maxein, Aug 2017,"Building,Classical architecture,Landmark,Architecture,Palace,Facade,City,Tourist attraction,Seat of local government,Château"
121,Lund_01545,Transport,Building,Architecture,House,Vehicle,Real estate,Restaurant,Home,Plant,Rest area,Renaissance rest. &,Alexander denstc, Aug 2017,"Transport,Building,Architecture,House,Vehicle,Real estate,Restaurant,Home,Plant,Rest area"
122,Lund_00795,Estate,Building,Palace,Landmark,Mansion,Architecture,Castle,Stately home,Château,Sky,Lundagérd,""" Andi Varn Johani", Aug 2011,"Estate,Building,Palace,Landmark,Mansion,Architecture,Castle,Stately home,Château,Sky"
123,Lund_02780,Asphalt,Land lot,Property,Road,Morning,Grass,Driveway,Rural area,Road surface,Thoroughfare,Masar Farhan,Masar Farhan, Aug 2017,"Asphalt,Land lot,Property,Road,Morning,Grass,Driveway,Rural area,Road surface,Thoroughfare"
124,Lund_02800,Landmark,Building,Architecture,Medieval architecture,Classical architecture,Place of worship,Cathedral,Sky,Church,Steeple,Lund,ﬁ’ Viadislav Juricky, Aug 2013,"Landmark,Building,Architecture,Medieval architecture,Classical architecture,Place of worship,Cathedral,Sky,Church,Steeple"
125,Lund_02327,Building,Floor,Interior design,Flooring,Room,Retail,Hardwood,Ceiling,,,CircleK 9,Jill Miller, Aug 2017,
126,Lund_00473,Building,Property,Estate,Architecture,Stately home,Palace,Mansion,House,Almshouse,Manor house,Lundagérd,. KHADIJA SAIDI, Aug 2017,"Building,Property,Estate,Architecture,Stately home,Palace,Mansion,House,Almshouse,Manor house"
127,Lund_02417,Landmark,Architecture,Building,Wall,Church,Town,Medieval architecture,Sky,Facade,Cathedral,Lund Cathedral,Birgit & P&r Sven, Aug 2018,"Landmark,Architecture,Building,Wall,Church,Town,Medieval architecture,Sky,Facade,Cathedral"
128,Lund_01459,Classical architecture,Landmark,Architecture,Building,Facade,Courthouse,Palace,Flag,Presidential palace,Official residence,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Classical architecture,Landmark,Architecture,Building,Facade,Courthouse,Palace,Flag,Presidential palace,Official residence"
129,Lund_01255,Sky,Public space,Grass,Building,Campus,Tree,City,Architecture,Park,Cloud,Lundagérd,Helga Esteban M, Aug 2017,"Sky,Public space,Grass,Building,Campus,Tree,City,Architecture,Park,Cloud"
130,Lund_00471,Building,Property,Medieval architecture,Architecture,Château,House,Estate,Historic house,Historic site,Facade,Kulturen |,Kulturen |, Aug 2016,"Building,Property,Medieval architecture,Architecture,Château,House,Estate,Historic house,Historic site,Facade"
131,Lund_00624,Estate,Mansion,Building,Property,Landmark,Palace,Architecture,Official residence,Stately home,House,[TV T,6 Mohammed Zaki, Aug 2012,"Estate,Mansion,Building,Property,Landmark,Palace,Architecture,Official residence,Stately home,House"
132,Lund_01318,Architecture,Classical architecture,Building,Landmark,Property,Facade,Town,Sky,House,Palace,Lundagérd,L) UIf Zimmermann, Aug 2018,"Architecture,Classical architecture,Building,Landmark,Property,Facade,Town,Sky,House,Palace"
133,Lund_01312,Landmark,Building,Property,House,Architecture,Mansion,Town,Estate,Sky,City,LT T :,Oleg Prosekov, Aug 2017,"Landmark,Building,Property,House,Architecture,Mansion,Town,Estate,Sky,City"
134,Lund_02066,Sky,Sport venue,Natural landscape,Grass,Green,Land lot,Grassland,Property,Natural environment,Tree,Lund Oval 3,Abin Thomas, Aug 2016,"Sky,Sport venue,Natural landscape,Grass,Green,Land lot,Grassland,Property,Natural environment,Tree"
135,Lund_01558,Property,House,Cottage,Home,Building,Roof,Residential area,Real estate,Estate,Farmhouse,Kulturen,Daniel Jarl, Aug 2018,"Property,House,Cottage,Home,Building,Roof,Residential area,Real estate,Estate,Farmhouse"
136,Lund_01112,Landmark,Architecture,Building,Sky,City,Town,Urban area,Steeple,Facade,Church,LT T o1 T T T,@ Daniel Klein, Aug 2018,"Landmark,Architecture,Building,Sky,City,Town,Urban area,Steeple,Facade,Church"
137,Lund_01253,City,Urban area,Roof,Town,Human settlement,Building,Architecture,Metropolitan area,Residential area,Sky,[TV T :,qf‘gu Kaveh Kamran, Aug 2017,"City,Urban area,Roof,Town,Human settlement,Building,Architecture,Metropolitan area,Residential area,Sky"
138,Lund_01224,Urban area,City,Metropolitan area,Town,Roof,Human settlement,Building,Landmark,Cityscape,Suburb,[TV T :,qf‘gu Kaveh Kamran, Aug 2017,"Urban area,City,Metropolitan area,Town,Roof,Human settlement,Building,Landmark,Cityscape,Suburb"
139,Lund_01457,Landmark,Architecture,Classical architecture,Building,Facade,City,Palace,Urban area,Sky,House,Kulturen,Colin Nelson, Aug 2018,"Landmark,Architecture,Classical architecture,Building,Facade,City,Palace,Urban area,Sky,House"
140,Lund_02835,Classical architecture,Landmark,Architecture,Building,Facade,Tourist attraction,Ancient roman architecture,Palace,Basilica,Historic site,Lundagérd,Aleksandras Ples, Aug 2013,"Classical architecture,Landmark,Architecture,Building,Facade,Tourist attraction,Ancient roman architecture,Palace,Basilica,Historic site"
141,Lund_01063,Medieval architecture,Building,Landmark,Architecture,Facade,Classical architecture,Cathedral,Church,Place of worship,Steeple,Lund Cathedral :,UIf Danielsson, Aug 2017,"Medieval architecture,Building,Landmark,Architecture,Facade,Classical architecture,Cathedral,Church,Place of worship,Steeple"
142,Lund_01410,Estate,Building,Mansion,Property,Tree,Manor house,Stately home,House,Architecture,Historic house,ISLK International Sc,Alba Mercado Di:, Aug 2018,"Estate,Building,Mansion,Property,Tree,Manor house,Stately home,House,Architecture,Historic house"
143,Lund_01252,City,Urban area,Roof,Town,Human settlement,Building,Architecture,Metropolitan area,Residential area,Sky,[TV T :,qf‘gu Kaveh Kamran, Aug 2017,"City,Urban area,Roof,Town,Human settlement,Building,Architecture,Metropolitan area,Residential area,Sky"
144,Lund_02303,Grass,Lawn,Grassland,Natural environment,Land lot,Tree,Pasture,Grass family,Sky,Architecture,Lunds Pistolklubb :,@ Jonas Ezzi, Aug 2016,"Grass,Lawn,Grassland,Natural environment,Land lot,Tree,Pasture,Grass family,Sky,Architecture"
145,Lund_01328,Building,Estate,Property,Landmark,Mansion,Palace,Architecture,Official residence,Stately home,House,Lundagérd 8,qﬁi Maxime LMA, Aug 2018,"Building,Estate,Property,Landmark,Mansion,Palace,Architecture,Official residence,Stately home,House"
146,Lund_00406,Building,Estate,Landmark,Property,Architecture,Mansion,House,Château,Stately home,Manor house,Lundagérd 9,(o) JoL RV, Aug 2018,"Building,Estate,Landmark,Property,Architecture,Mansion,House,Château,Stately home,Manor house"
147,Lund_01991,Fountain,Water,Water feature,Reflecting pool,Botany,Tree,Garden,Architecture,Botanical garden,Pond,A  Alejandro Carrillc,A  Alejandro Carrillc, Aug 2016,"Fountain,Water,Water feature,Reflecting pool,Botany,Tree,Garden,Architecture,Botanical garden,Pond"
148,Lund_01740,Observation tower,Tree,Building,Estate,Landscape,Thoroughfare,Park,Château,,,Department of Philo:,J) jLarsen, Aug 2017,
149,Lund_02826,Estate,Building,Property,Town,House,Architecture,Residential area,Mansion,Tree,Home,Kulturen |,Kulturen |, Aug 2016,"Estate,Building,Property,Town,House,Architecture,Residential area,Mansion,Tree,Home"
150,Lund_01586,Building,Architecture,Medieval architecture,Church,Place of worship,Parish,Facade,Historic site,Sky,Tree,Lundagérd,Oldfich Kamensk, Aug 2018,"Building,Architecture,Medieval architecture,Church,Place of worship,Parish,Facade,Historic site,Sky,Tree"
151,Lund_00699,Landmark,Building,Architecture,Medieval architecture,Classical architecture,Facade,Place of worship,Sky,Cathedral,Historic site,[T T o1 T 1T,:‘:_ King Lee, Aug 2018,"Landmark,Building,Architecture,Medieval architecture,Classical architecture,Facade,Place of worship,Sky,Cathedral,Historic site"
152,Lund_01849,Landmark,Building,Architecture,Town,Facade,Steeple,City,Church,Tower,Spire,[T L He 1 BT,qﬁi Maxime LMA, Aug 2018,"Landmark,Building,Architecture,Town,Facade,Steeple,City,Church,Tower,Spire"
153,Lund_02601,Sky,Body of water,Nature,Sunset,Reflection,Water,Afterglow,Evening,Cloud,Dusk,Raby Sjopark,N R - UE T TR T T, Aug 2018,"Sky,Body of water,Nature,Sunset,Reflection,Water,Afterglow,Evening,Cloud,Dusk"
154,Lund_01944,Sport venue,Skatepark,Public space,Playground,Recreation,Leisure,Photography,Panorama,Park,City,Stadsparken 9,Stadsparken 9, Aug 2016,"Sport venue,Skatepark,Public space,Playground,Recreation,Leisure,Photography,Panorama,Park,City"
155,Lund_01405,Estate,Property,Mansion,Building,House,Palace,Stately home,Official residence,Manor house,Château,Lundagérd,",jfa Lucian Gevelegia", Aug 2008,"Estate,Property,Mansion,Building,House,Palace,Stately home,Official residence,Manor house,Château"
156,Lund_00846,Estate,Building,Property,Sky,House,Mansion,Architecture,Palace,Cloud,Town,Lundagérd,‘) Ann Sofie Ander, Aug 2017,"Estate,Building,Property,Sky,House,Mansion,Architecture,Palace,Cloud,Town"
157,Lund_01848,Landmark,Medieval architecture,Architecture,Building,Classical architecture,Place of worship,Facade,Sky,Church,Cathedral,Lund Cathedral,Dmitrii Goncharo, Aug 2017,"Landmark,Medieval architecture,Architecture,Building,Classical architecture,Place of worship,Facade,Sky,Church,Cathedral"
158,Lund_00966,Building,Landmark,Architecture,Classical architecture,Estate,House,Mansion,Palace,Facade,Arch,Lundagérd 9,@ Daniel Klein, Aug 2018,"Building,Landmark,Architecture,Classical architecture,Estate,House,Mansion,Palace,Facade,Arch"
159,Lund_02815,Architecture,Landmark,Building,Medieval architecture,Sky,Place of worship,Cathedral,Classical architecture,Church,Facade,[T T o1 T 1T,[T T o1 T 1T, Aug 2017,"Architecture,Landmark,Building,Medieval architecture,Sky,Place of worship,Cathedral,Classical architecture,Church,Facade"
160,Lund_00386,Building,Landmark,Architecture,Estate,Stately home,Medieval architecture,Mansion,Castle,Historic house,Palace,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Building,Landmark,Architecture,Estate,Stately home,Medieval architecture,Mansion,Castle,Historic house,Palace"
161,Lund_02507,Sport venue,Stadium,Soccer-specific stadium,Team sport,Player,Sports,Grass,Ball game,Soccer,Sports equipment,Klostergérdens IP,Florian Weissbac, Aug 2017,"Sport venue,Stadium,Soccer-specific stadium,Team sport,Player,Sports,Grass,Ball game,Soccer,Sports equipment"
162,Lund_00814,Estate,Building,Green,Sky,Grass,Palace,Property,Mansion,House,Architecture,Lundagérd,é B umberto mazzoc, Aug 2014,"Estate,Building,Green,Sky,Grass,Palace,Property,Mansion,House,Architecture"
163,Lund_00306,Building,Landmark,Medieval architecture,Property,Architecture,Château,Stately home,Palace,Manor house,Classical architecture,Lundagérd,’@ MONICA MARIN(, Aug 2017,"Building,Landmark,Medieval architecture,Property,Architecture,Château,Stately home,Palace,Manor house,Classical architecture"
164,Lund_01245,Landmark,Building,Estate,Architecture,Mansion,Sky,Palace,Stately home,House,Classical architecture,Lundagérd 9,A) Anna Riggio, Aug 2018,"Landmark,Building,Estate,Architecture,Mansion,Sky,Palace,Stately home,House,Classical architecture"
165,Lund_01826,White,Black,Mansion,Building,Black-and-white,Estate,Landmark,House,Property,Monochrome,Lundagérd,B Benjamin Kiintze, Aug 2018,"White,Black,Mansion,Building,Black-and-white,Estate,Landmark,House,Property,Monochrome"
166,Lund_00119,Bicycle,Tree,Vehicle,Architecture,Autumn,Spring,Cycling,Road bicycle,Plant,Cyclo-cross bicycle,"‘é"" [N","‘é"" [N", Aug 2018,"Bicycle,Tree,Vehicle,Architecture,Autumn,Spring,Cycling,Road bicycle,Plant,Cyclo-cross bicycle"
167,Lund_01748,Sky,Landmark,Architecture,Place of worship,Daytime,Building,Cloud,Church,Cathedral,Facade,Lund Cathedral ¢,[ CLLQI (T, Aug 2013,"Sky,Landmark,Architecture,Place of worship,Daytime,Building,Cloud,Church,Cathedral,Facade"
168,Lund_01599,Classical architecture,Building,Architecture,Landmark,Palace,Facade,Tourist attraction,City,Official residence,Mansion,Lundagérd 9,*9 Bogdan Tatar, Aug 2018,"Classical architecture,Building,Architecture,Landmark,Palace,Facade,Tourist attraction,City,Official residence,Mansion"
169,Lund_00058,Grassland,Field,Pasture,Land lot,Grass,Natural environment,Lawn,Plain,Meadow,Natural landscape,"‘é"" [N","‘é"" [N", Aug 2018,"Grassland,Field,Pasture,Land lot,Grass,Natural environment,Lawn,Plain,Meadow,Natural landscape"
170,Lund_01069,Landmark,Building,Architecture,Castle,Stately home,Medieval architecture,Tree,Château,Facade,City,Lundagérd,'j:_ Lucian Gevelegia, Aug 2008,"Landmark,Building,Architecture,Castle,Stately home,Medieval architecture,Tree,Château,Facade,City"
171,Lund_00575,Estate,Building,Stately home,Palace,Mansion,Castle,Château,Plaza,Manor house,Sky,Lundagérd,L Laia Puig Blasco, Aug 2016,"Estate,Building,Stately home,Palace,Mansion,Castle,Château,Plaza,Manor house,Sky"
172,Lund_01652,Body of water,Natural landscape,Nature,Water,Bank,Water resources,River,Pond,Natural environment,Nature reserve,Stadsparken,P Maziar Haghpan:, Aug 2017,"Body of water,Natural landscape,Nature,Water,Bank,Water resources,River,Pond,Natural environment,Nature reserve"
173,Lund_02846,Sky,Sport venue,Green,Natural landscape,Land lot,Grass,Grassland,Cloud,Plain,Aerial photography,Lundagérd,@ MONICA MARIN(, Aug 2017,"Sky,Sport venue,Green,Natural landscape,Land lot,Grass,Grassland,Cloud,Plain,Aerial photography"
174,Lund_00179,Landmark,Building,Architecture,Clock tower,Medieval architecture,Facade,Classical architecture,Arch,Listed building,House,‘i’) [N,‘i’) [N, Aug 2018,"Landmark,Building,Architecture,Clock tower,Medieval architecture,Facade,Classical architecture,Arch,Listed building,House"
175,Lund_01734,Estate,Building,Property,Manor house,Mansion,House,Stately home,Architecture,Almshouse,Home,Kulturen,David Villa,Aug2017 |,"Estate,Building,Property,Manor house,Mansion,House,Stately home,Architecture,Almshouse,Home"
176,Lund_01743,Property,Estate,Building,Manor house,House,Mansion,Stately home,Botany,Real estate,Cottage,Botanical Garden,Botanical Garden, Aug 2016,"Property,Estate,Building,Manor house,House,Mansion,Stately home,Botany,Real estate,Cottage"
177,Lund_03082,Property,Tree,Home,House,Real estate,Building,Recreation,Park,,,CircleK,e Thanon Shamel, Aug 2016,
178,Lund_00298,Estate,Palace,Building,Mansion,Property,Official residence,Stately home,Château,Architecture,Presidential palace,g’ Vladislav Juricky,g’ Vladislav Juricky, Aug 2013,"Estate,Palace,Building,Mansion,Property,Official residence,Stately home,Château,Architecture,Presidential palace"
179,Lund_01547,Architecture,Building,Landmark,Medieval architecture,Place of worship,Church,Sky,Classical architecture,Facade,Spire,Lund Cathedral ¢,SH S.W, Aug 2017,"Architecture,Building,Landmark,Medieval architecture,Place of worship,Church,Sky,Classical architecture,Facade,Spire"
180,Lund_01373,Landmark,Building,Architecture,Town,Steeple,Medieval architecture,Church,Cathedral,City,Sky,Lundagérd,Antonella Torrett, Aug 2017,"Landmark,Building,Architecture,Town,Steeple,Medieval architecture,Church,Cathedral,City,Sky"
181,Lund_01503,Garden,House,Property,Estate,Home,Natural landscape,Building,Cottage,Shrub,Manor house,Botanical Garden,Satu Koivukanga, Aug 2017,"Garden,House,Property,Estate,Home,Natural landscape,Building,Cottage,Shrub,Manor house"
182,Lund_01001,Fountain,Water,Water resources,Water feature,Grass,Landscaping,Garden,Lawn,Watercourse,Landscape,Stadsparken i Lund,Stadsparken i Lund, Aug 2016,"Fountain,Water,Water resources,Water feature,Grass,Landscaping,Garden,Lawn,Watercourse,Landscape"
183,Lund_00733,Building,Landmark,Architecture,Property,Town,House,Mansion,Château,Estate,Stately home,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Building,Landmark,Architecture,Property,Town,House,Mansion,Château,Estate,Stately home"
184,Lund_02111,Landmark,Building,Architecture,Classical architecture,Presidential palace,Official residence,Estate,Palace,Mansion,Stately home,Lundagérd 8,@ Erik Westrup, Aug 2013,"Landmark,Building,Architecture,Classical architecture,Presidential palace,Official residence,Estate,Palace,Mansion,Stately home"
185,Lund_00808,Urban area,City,Roof,Architecture,Building,Human settlement,Town,Metropolitan area,Neighbourhood,Residential area,[TV T :,qf‘gu Kaveh Kamran, Aug 2017,"Urban area,City,Roof,Architecture,Building,Human settlement,Town,Metropolitan area,Neighbourhood,Residential area"
186,Lund_02872,Building,Property,Estate,Mansion,Landmark,House,Architecture,Palace,Classical architecture,Château,Lundagérd,Annette Friberg, Aug 2018,"Building,Property,Estate,Mansion,Landmark,House,Architecture,Palace,Classical architecture,Château"
187,Lund_01866,Building,Landmark,Property,Architecture,Town,Brick,Church,House,Brickwork,Medieval architecture,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Building,Landmark,Property,Architecture,Town,Brick,Church,House,Brickwork,Medieval architecture"
188,Lund_03048,Snow,Winter,Asphalt,Freezing,Road,Sky,Lane,Tree,Road surface,Frost,Raby Sjopark,N R - UE T TR T T, Aug 2018,"Snow,Winter,Asphalt,Freezing,Road,Sky,Lane,Tree,Road surface,Frost"
189,Lund_00536,Building,Château,Stately home,Landmark,Architecture,Property,Estate,Mansion,Palace,Medieval architecture,Grand Hotel Lund ¢,[ NN, Aug 2017,"Building,Château,Stately home,Landmark,Architecture,Property,Estate,Mansion,Palace,Medieval architecture"
190,Lund_03179,Property,Building,Estate,House,Home,Manor house,Residential area,Real estate,Architecture,Tree,Kulturen,A'» Seb Cartoon, Aug 2017,"Property,Building,Estate,House,Home,Manor house,Residential area,Real estate,Architecture,Tree"
191,Lund_00684,Landmark,Sky,Architecture,Building,Church,Medieval architecture,Classical architecture,Place of worship,Steeple,Town,Lundagérd 9,@ Rene Wagner, Aug 2017,"Landmark,Sky,Architecture,Building,Church,Medieval architecture,Classical architecture,Place of worship,Steeple,Town"
192,Lund_00984,Estate,Property,Building,Mansion,House,Palace,Architecture,Official residence,Historic house,Manor house,Lundagérd,& MONICA MARIN(, Aug 2017,"Estate,Property,Building,Mansion,House,Palace,Architecture,Official residence,Historic house,Manor house"
193,Lund_00130,Tree,Nature,Natural landscape,Water,Vegetation,Atmospheric phenomenon,Bank,Plant,Woody plant,Shore,"‘é"" [N","‘é"" [N", Aug 2018,"Tree,Nature,Natural landscape,Water,Vegetation,Atmospheric phenomenon,Bank,Plant,Woody plant,Shore"
194,Lund_00908,Building,Architecture,Classical architecture,Landmark,Property,Estate,Mansion,Palace,House,Stately home,Lundagérd 9,[\ ), Aug 2014,"Building,Architecture,Classical architecture,Landmark,Property,Estate,Mansion,Palace,House,Stately home"
195,Lund_00782,Landmark,Building,Classical architecture,Architecture,Medieval architecture,Facade,Place of worship,Historic site,Church,Cathedral,[T L H e G B T,% Antonella Torrett, Aug 2017,"Landmark,Building,Classical architecture,Architecture,Medieval architecture,Facade,Place of worship,Historic site,Church,Cathedral"
196,Lund_00675,Building,Architecture,Landmark,Facade,Sky,Classical architecture,City,Church,Cathedral,Place of worship,[T e T T T,@ Daniel Klein, Aug 2018,"Building,Architecture,Landmark,Facade,Sky,Classical architecture,City,Church,Cathedral,Place of worship"
197,Lund_02005,Building,Estate,Mansion,Property,Palace,House,Stately home,Official residence,Architecture,Presidential palace,Lundagérd c,Matic Smodis, Aug 2016,"Building,Estate,Mansion,Property,Palace,House,Stately home,Official residence,Architecture,Presidential palace"
198,Lund_01478,Landmark,Medieval architecture,Building,Architecture,Steeple,Town,Church,Facade,Historic site,Cathedral,Lund Cathedral,Gabriele Kreiner, Aug 2017,"Landmark,Medieval architecture,Building,Architecture,Steeple,Town,Church,Facade,Historic site,Cathedral"
199,Lund_01607,Town,City,Human settlement,Street,Public space,Town square,Landmark,Building,Architecture,Cobblestone,[T TV HTET 3 T,a Abubakar M, Aug 2017,"Town,City,Human settlement,Street,Public space,Town square,Landmark,Building,Architecture,Cobblestone"
200,Lund_01391,Property,Building,House,Home,Town,Architecture,Estate,Historic house,Real estate,Mansion,Lundagérd 9,@ Daniel Klein, Aug 2018,"Property,Building,House,Home,Town,Architecture,Estate,Historic house,Real estate,Mansion"
201,Lund_01142,Landmark,Architecture,Building,Sky,Mansion,Stately home,Palace,Spring,Estate,Plant,LG LT,@ Anamaria Dutcez, Aug 2016,"Landmark,Architecture,Building,Sky,Mansion,Stately home,Palace,Spring,Estate,Plant"
202,Lund_00967,Property,Garden,Lawn,Estate,Natural landscape,Grass,Tree,Landscaping,House,Botanical garden,Botanical Garden,"':,(”; Bin Ma", Aug 2017,"Property,Garden,Lawn,Estate,Natural landscape,Grass,Tree,Landscaping,House,Botanical garden"
203,Lund_01568,Property,Building,Real estate,House,Home,Roof,,,,,Ljungs Handel ¢,Johan Ljung, Aug 2017,
204,Lund_00618,Building,Landmark,Architecture,Property,House,Estate,Mansion,Courthouse,Palace,Historic house,Sankt Lars sjukhus,6 IR DL, Aug 2017,"Building,Landmark,Architecture,Property,House,Estate,Mansion,Courthouse,Palace,Historic house"
205,Lund_00088,Building,Property,Architecture,Facade,Vehicle,Neighbourhood,House,Bicycle,Arch,Urban design,"‘é"" [N","‘é"" [N", Aug 2018,"Building,Property,Architecture,Facade,Vehicle,Neighbourhood,House,Bicycle,Arch,Urban design"
206,Lund_02007,Landmark,Building,Architecture,Palace,Classical architecture,City,Facade,Tourism,Tourist attraction,Presidential palace,Lundagérd,L) UIf Zimmermann, Aug 2018,"Landmark,Building,Architecture,Palace,Classical architecture,City,Facade,Tourism,Tourist attraction,Presidential palace"
207,Lund_00764,Landmark,Building,Medieval architecture,Architecture,Tree,Tower,Historic site,Castle,Estate,Plant,Lundagérd,ESRVNTISVIN: Y, Aug 2017,"Landmark,Building,Medieval architecture,Architecture,Tree,Tower,Historic site,Castle,Estate,Plant"
208,Lund_03033,Filling station,Fuel,Gasoline,Building,Transport,Sky,Gas,Business,Architecture,Evening,CircleK,1@ [ E R, Aug 2017,"Filling station,Fuel,Gasoline,Building,Transport,Sky,Gas,Business,Architecture,Evening"
209,Lund_02628,Grassland,Grass,Pasture,Land lot,Green,Natural environment,Lawn,Meadow,Field,Grass family,Rabysjon och Raby s,620 Mikko Lauhakri, Aug 2018,"Grassland,Grass,Pasture,Land lot,Green,Natural environment,Lawn,Meadow,Field,Grass family"
210,Lund_00615,Landmark,Building,Architecture,Tree,Estate,Courthouse,House,Mansion,City,Tourist attraction,Lundagérd,@ loanna Giannopo, Aug 2016,"Landmark,Building,Architecture,Tree,Estate,Courthouse,House,Mansion,City,Tourist attraction"
211,Lund_00854,Building,Estate,Mansion,Property,Palace,Official residence,Stately home,Architecture,Manor house,House,Lundagérd,Aleksandras Ples, Aug 2013,"Building,Estate,Mansion,Property,Palace,Official residence,Stately home,Architecture,Manor house,House"
212,Lund_02593,Body of water,Water resources,Natural landscape,Nature,Riparian zone,Water,River,Watercourse,Bank,Stream,Vackert stopp pa mii,[0 P, Aug 2016,"Body of water,Water resources,Natural landscape,Nature,Riparian zone,Water,River,Watercourse,Bank,Stream"
213,Lund_00116,Building,Facade,Architecture,Roof,House,,,,,,"‘é"" [N","‘é"" [N", Aug 2018,
214,Lund_00824,Estate,Building,Property,House,Architecture,Mansion,Landmark,Home,Tree,Stately home,Lundagérd 9,@ Daniel Klein, Aug 2018,"Estate,Building,Property,House,Architecture,Mansion,Landmark,Home,Tree,Stately home"
215,Lund_01317,Property,Building,Architecture,Medieval architecture,House,Roof,Estate,Château,Facade,Historic site,Kulturen |,Kulturen |, Aug 2016,"Property,Building,Architecture,Medieval architecture,House,Roof,Estate,Château,Facade,Historic site"
216,Lund_00786,Estate,Property,Garden,Lawn,Home,House,Natural landscape,Botanical garden,Building,Grass,Botanical Garden,u& Andreas Gillberg, Aug 2017,"Estate,Property,Garden,Lawn,Home,House,Natural landscape,Botanical garden,Building,Grass"
217,Lund_00257,Landmark,Architecture,Building,Medieval architecture,Sky,Classical architecture,Cathedral,Place of worship,Church,Gothic architecture,[T T o1 T T T,NI Kampfnase, Aug 2018,"Landmark,Architecture,Building,Medieval architecture,Sky,Classical architecture,Cathedral,Place of worship,Church,Gothic architecture"
218,Lund_00035,Statue,Landmark,Monument,Architecture,Building,Sculpture,Art,Campus,National historic landmark,Facade,"‘é"" [N","‘é"" [N", Aug 2018,"Statue,Landmark,Monument,Architecture,Building,Sculpture,Art,Campus,National historic landmark,Facade"
219,Lund_00783,Water,Landmark,Fountain,Architecture,Sky,Tree,Botany,Garden,Water feature,Reflecting pool,Lundagérd,S GEERS Wy, Aug 2018,"Water,Landmark,Fountain,Architecture,Sky,Tree,Botany,Garden,Water feature,Reflecting pool"
220,Lund_02145,Natural landscape,Nature,Vegetation,Nature reserve,Tree,Natural environment,Bank,Waterway,Canal,Wilderness,Botanical Garden,Dennis Svartek, Aug 2017,"Natural landscape,Nature,Vegetation,Nature reserve,Tree,Natural environment,Bank,Waterway,Canal,Wilderness"
221,Lund_00861,Building,Estate,Classical architecture,Landmark,Mansion,Architecture,Palace,Property,Stately home,Official residence,Lundagérd 8,@ Ryan Wilson, Aug 2009,"Building,Estate,Classical architecture,Landmark,Mansion,Architecture,Palace,Property,Stately home,Official residence"
222,Lund_02328,Grassland,Grass,Pasture,Land lot,Meadow,Grass family,Lawn,Tree,Recreation,Plant,Lunds Pistolklubb :,@ Jonas Ezzi, Aug 2016,"Grassland,Grass,Pasture,Land lot,Meadow,Grass family,Lawn,Tree,Recreation,Plant"
