a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
Lund_01295,Landmark,Architecture,Building,City,Town,Sky,Human settlement,Public space,Facade,Town square,Kulturen,Rashid almalkh z, Jul 2018
Lund_01313,Wall,Castle,Property,Architecture,Building,Fortification,,,,,Lundagérd,Anne Liff Poulse!, Jul 2018
Lund_00518,Landmark,Medieval architecture,Architecture,Building,Classical architecture,Place of worship,Facade,Cathedral,Sky,Church,[T L He 1 BT,% Hans Olav Nyma, Jul 2018
Lund_01963,Landmark,Medieval architecture,Architecture,Building,Historic site,,,,,,Lundagérd,f@ Maricela Christe, Jul 2017
Lund_02777,Building,Architecture,Property,Neighbourhood,,,,,,,[ Y BTG RT,® | 22kort, Jul 2017
Lund_00819,Roof,Property,Sky,Town,Building,Architecture,Daytime,Public space,Urban design,Residential area,Svaneskolan 3,",&‘, Shaon Mazi", Jul 2017
Lund_02665,Nature reserve,Water resources,Natural landscape,Watercourse,Bank,Riparian zone,Biome,Water,,,Rinnebick Gorge,e S YD R E, Jul 2017
Lund_02473,Public space,,,,,,,,,,Rostréttsgatan lekpl:,L) Leka Lekplats, Jul 2017
Lund_02371,Sky,,,,,,,,,,Stadsodlingen pé Brr,S;. Bjarne Rosengrel, Jul 2016
Lund_00366,Building,Landmark,Estate,Architecture,Stately home,Mansion,Palace,Garden,,,Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_02168,Body of water,Water,Nature,Water resources,Pond,River,Lake,Bank,Natural environment,Waterway,Stadsparken 3,Erik Nilsson, Jul 2017
Lund_00557,Building,Property,Estate,Mansion,Stately home,Architecture,,,,,Grand Hotel Lund,G Goran Heldesten, Jul 2016
Lund_02692,Sky,Natural landscape,Natural environment,Plain,Cloud,Land lot,Field,Prairie,Rural area,Grass,Nobbelbvs mosse,M Maria Tracz, Jul 2017
Lund_01918,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_01917,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_02006,Building,Architecture,Landmark,Medieval architecture,,,,,,,Lund Cathedral,Sascha Bleuler, Jul 2018
Lund_03109,Natural landscape,Field,Tree,Road,Sky,Grass,Crop,Rural area,Shrub,Plant,N[ AT T T,L Bengt Jiirs, Jul 2014
Lund_01867,Architecture,Building,Landmark,Sky,Cathedral,Medieval architecture,Gothic architecture,Place of worship,City,Facade,[T T o1 T 1T,Travel to, Jul 2017
Lund_03072,Natural landscape,Vegetation,Nature,Grassland,Natural environment,Sky,Land lot,Cloud,Nature reserve,Plain,Klosteréngshojden,:E‘J Fredrik Sjéberg, Jul 2016
Lund_01406,Building,Landmark,Architecture,Property,,,,,,,Lund Cathedral,A ' Anna Ostrowska, Jul 2018
Lund_00849,Building,Landmark,Town,Stately home,Estate,Human settlement,Architecture,,,,University Library,"C"":} Leszek A Gasien", Jul 2018
Lund_02420,Building,Architecture,Transport,,,,,,,,Lunds stadsbibliotek,\ ) Torben Clausen, Jul 2017
Lund_01515,Classical architecture,Building,Landmark,Architecture,Palace,Estate,Château,,,,university 3,Tim Schaefer, Jul 2009
Lund_00267,Reflection,Building,Reflecting pool,Landmark,Estate,Architecture,Mansion,Palace,Water,,Lundagérd 9,{DZ Arne Ayasrah, Jul 2014
Lund_00842,Building,Landmark,Architecture,City,Town,Property,Human settlement,Public space,,,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_00358,Tree,,,,,,,,,,Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_01916,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_02926,Building,Property,Architecture,Facade,,,,,,,[ RL TN T H,o Travel to, Jul 2017
Lund_01234,Landmark,Architecture,Building,Medieval architecture,,,,,,,Lund Cathedral ¢,Py ), Jul 2016
Lund_02936,Sky,,,,,,,,,,Lund MAX IV,"C"":} Leszek A Gasien", Jul 2018
Lund_00964,Water,Fountain,Landmark,Tree,Sky,Botany,,,,,Lundagérd,@ Jeanette Lidbom, Jul 2018
Lund_01505,Garden,Botanical garden,Grass,Botany,Shrub,Tree,,,,,Stadsparken g,Ermias Bsrat, Jul 2017
Lund_00601,Building,Landmark,Medieval architecture,Architecture,Place of worship,Church,,,,,Domkyrkoplatsen,a Mattias Nord, Jul 2016
Lund_00777,Transport,Architecture,Landmark,Building,Mode of transport,Town,Vehicle,,,,Lundagérd 9,= Norbert Derbl, Jul 2018
Lund_01205,Building,Landmark,Architecture,Estate,Classical architecture,Palace,Mansion,Sky,House,,Lundagérd 9,(%) Lucila Cetin, Jul 2016
Lund_01083,Landmark,Building,Architecture,Sky,Medieval architecture,,,,,,(I LR L,"C"":} Leszek A Gasien", Jul 2018
Lund_01299,Sky,Garden,Botanical garden,Tree,Property,Cloud,Daytime,Wilderness,Natural environment,Botany,Stadsparken,Andrii Salnikov, Jul 2018
Lund_02205,Sky,Grass,Natural landscape,Bench,Cloud,,,,,,Oliver Jannessor,Oliver Jannessor, Jul 2017
Lund_01184,Water,Tree,Botany,,,,,,,,Lundagérd,T Terese Larsson E, Jul 2018
Lund_02310,Property,Architecture,Building,Town,Sky,Neighbourhood,Public space,Residential area,Tree,House,Viking School,0 Travel to, Jul 2017
Lund_00002,Classical architecture,Building,Architecture,Landmark,,,,,,,Universidad,N Nacho Laguna, Jul 2016
Lund_00220,Landmark,Building,Sky,Architecture,Property,Mansion,Palace,House,Classical architecture,Estate,Lundagérd,T Terese Larsson E, Jul 2018
Lund_02491,Sky,Natural landscape,Natural environment,Plain,Field,Land lot,Cloud,Grassland,Pasture,Grass family,Nobbelbvs mosse,M Maria Tracz, Jul 2017
Lund_00929,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_00723,Building,Landmark,Architecture,City,Property,Town,Human settlement,Stately home,,,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_00297,Building,Landmark,Architecture,Sky,City,,,,,,Lund Cathedral,Alexander Williar, Jul 2015
Lund_01213,Building,Estate,Property,Mansion,Landmark,Palace,Architecture,House,Sky,,[T T o1 T 1T,A Abdo Fadl, Jul 2017
Lund_01160,Sky,Landmark,Cloud,Town,Property,Architecture,Public space,Building,Estate,Tree,Lundagérd,NG R G, Jul 2017
Lund_00931,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_02208,Sky,Land lot,Grass,Grass family,Road,,,,,,Klosteréingshdjden,C ) Christer Annerste, Jul 2018
Lund_01580,Property,Estate,Building,Mansion,Architecture,Stately home,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_02223,Building,Transport,,,,,,,,,Richard Bjuhr,Richard Bjuhr, Jul 2017
Lund_01856,Classical architecture,Architecture,Landmark,Building,,,,,,,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_01315,Town,Building,Human settlement,Public space,Plaza,City,Town square,,,,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_02423,Landmark,Architecture,Building,Town,Tree,,,,,,Lundagérd 8,a Katherine M., Jul 2017
Lund_01260,Landmark,Building,Architecture,Tower,Medieval architecture,Facade,,,,,Lund Cathedral,Bertil Truls Jons:, Jul 2017
Lund_02392,Residential area,Architecture,Property,House,Sky,Building,Home,,,,Klostergérdens IP,M  Minghua Zhang, Jul 2017
Lund_02289,Natural landscape,Sky,Field,Road,Morning,Rural area,Dirt road,Trail,,,N[ AT T T,i\ Bengt Jiirs, Jul 2014
Lund_02128,Property,Estate,Tree,House,,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_00276,Aerial photography,Residential area,Bird's-eye view,Suburb,Urban area,Metropolitan area,Urban design,Natural landscape,Human settlement,City,Sankt Hans Hill,g b Per Pixel Peterss, Jul 2015
Lund_01516,Landmark,Building,Medieval architecture,Castle,,,,,,,Lundagérd 8,@ Merlin Blyth, Jul 2017
Lund_00948,Garden,Botanical garden,Lawn,Grass,Flower,Botany,Yard,Plant,Shrub,Landscaping,Botanical Garden,6 SN YN, Jul 2015
Lund_02824,Landmark,Architecture,Building,Sky,Church,Town,Place of worship,Steeple,City,Cathedral,Lundagérd,(@) Steinar Kjeernsrg, Jul 2017
Lund_02484,Field,Farm,Land lot,Natural landscape,Crop,Agriculture,Grassland,Grass,Rural area,Grass family,Nobbel6vs mosse,L 1T T, Jul 2014
Lund_00131,Architecture,Building,Landmark,Town,,,,,,,"l\i, Stana Minincic","l\i, Stana Minincic", Jul 2017
Lund_01882,Building,Town,Transport,Vehicle,Architecture,,,,,,Lund Market Hall,ﬁﬁ LR Ny, Jul 2017
Lund_02666,Sky,Cloud,Tree,Transport,Public space,,,,,,Linero IP 8,o Travel to, Jul 2017 I
Lund_02457,Vehicle,Car,Urban area,Building,Architecture,,,,,,Fitness24Seven,e Travel to, Jul 2017
Lund_00800,Building,Landmark,Medieval architecture,Architecture,Classical architecture,Place of worship,Church,Facade,Cathedral,Sky,Domkyrkoplatsen,n QICELER UG, Jul 2018
Lund_01744,Property,Landmark,Building,Town,Sky,Architecture,Tree,City,Human settlement,Public space,Lundagérd 9,ﬂ»«;‘ B, Jul 2018
Lund_02211,Natural landscape,Natural environment,Vegetation,Nature reserve,Nature,Marsh,Wetland,Freshwater marsh,Grassland,Fen,|G AT,L 1T T, Jul 2014
Lund_02200,Sky,,,,,,,,,,Killbybadet 8,Daniel Kretz, Jul 2017
Lund_01422,Building,Landmark,Architecture,,,,,,,,[T T o1 T T,Frank Stédler, Jul 2018
Lund_01401,Landmark,Architecture,Building,Sky,Church,Spire,Place of worship,,,,Lundagérd 9,Rudi Hayen, Jul 2014
Lund_00943,Building,Landmark,Property,Palace,Mansion,Architecture,Estate,House,Official residence,,Lundagérd o,M M Wrotniak, Jul 2016
Lund_01921,Garden,Botanical garden,Tree,Natural landscape,Sky,Botany,Shrub,Grass,,,Stadsparken 2,@’ Ani Vera, Jul 2016
Lund_01564,Landmark,Building,Tower,Architecture,Town,Sky,Steeple,,,,Lund Cathedral,Jurgen Jurgenss, Jul 2018
Lund_00372,Landmark,Architecture,Building,Medieval architecture,Classical architecture,Place of worship,Facade,Cathedral,Church,Sky,Lundagérd =,= Norbert Derbl, Jul 2018
Lund_02529,Natural landscape,Pasture,Nature,Wildlife,Nature reserve,Tree,Vegetation,Natural environment,Grass,Grassland,Rinnebick Gorge,i Chris Maljanovsk, Jul 2016
Lund_00515,Classical architecture,Building,Landmark,Architecture,Palace,,,,,,Lundagérd,T ) Terese Larsson E, Jul 2018
Lund_00304,Building,Château,Property,Estate,Landmark,Architecture,Stately home,Manor house,,,University Library,Michael Karnerfc, Jul 2018
Lund_02357,Nature reserve,Land lot,Cottage,Rural area,Roof,,,,,,L TR TR,Natalia Avramch, Jul 2017
Lund_01392,Property,Building,House,Architecture,,,,,,,Kulturen,Anna Cismasu, Jul 2018
Lund_01696,Building,Landmark,Medieval architecture,Architecture,Classical architecture,Facade,,,,,Lund Cathedral,Martin Saralegi-A, Jul 2017
Lund_02129,Property,Estate,Tree,House,,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_00927,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_00970,Estate,Property,Building,Grass,House,Tree,Architecture,Mansion,Lawn,,University Library,I\ SRV, Jul 2017
Lund_03125,Natural landscape,Nature,Vegetation,Nature reserve,Green,Grass,Natural environment,Geological phenomenon,Tree,Biome,ICA Supermarket Lin,e Travel to, Jul 2017
Lund_02798,Building,Estate,Landmark,Mansion,Palace,Official residence,Property,Classical architecture,Architecture,Stately home,Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017
Lund_00884,Garden,Tree,Botany,,,,,,,,Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_00499,Château,Building,Estate,Property,Palace,Mansion,,,,,Bantorget -,L. -, Jul 2017
Lund_02121,Property,Estate,Tree,House,,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_00722,Building,Landmark,Mansion,Estate,Palace,Architecture,Stately home,Official residence,,,[TV T,‘; LEGENETELET, Jul 2016
Lund_00866,Garden,Botanical garden,Natural landscape,Lawn,Botany,Shrub,Plant,Landscaping,,,Botanical Garden,IM> Miklos Szakacs, Jul 2016
Lund_01603,Fountain,Daytime,Sky,Water feature,Public space,Park,Water,,,,Stadsparken ¢,ﬁ John Eckerdal, Jul 2016
Lund_00010,Medieval architecture,Architecture,Building,Landmark,Place of worship,Cathedral,Gothic architecture,,,,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
Lund_01199,Property,Estate,Home,House,Garden,Building,,,,,Botanical Garden,",{t Matthias Lauer", Jul 2017
Lund_02298,Land lot,Grass,Natural landscape,Grassland,Lawn,,,,,,Per Johan's Park pla,Karl Wittenmark, Jul 2017
Lund_02982,Pasture,Natural landscape,Nature,Grassland,Grass,Natural environment,Vegetation,Sky,Wildlife,Meadow,Hundrastgard ¢,g Mats Lund, Jul 2016
Lund_00581,Building,Property,Architecture,Château,Stately home,Castle,Medieval architecture,,,,Underground Street |,Underground Street |, Jul 2017
Lund_00772,Aerial photography,Residential area,Urban area,Suburb,Bird's-eye view,Metropolitan area,Neighbourhood,City,Human settlement,Urban design,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
Lund_01301,Estate,Property,Garden,Building,House,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_02782,Natural landscape,Sky,Grassland,Nature,Natural environment,Cloud,Prairie,Grass,Plain,Field,. LEChT e En],. LEChT e En], Jul 2016
Lund_01987,Water,Botany,,,,,,,,,Lundagérd,l\i’ Stana Minincic, Jul 2017
Lund_01377,Estate,Building,Mansion,Property,Manor house,Lawn,Château,Palace,,,Botanical Garden,Felicija, Jul 2017
Lund_01218,Building,Architecture,Town,,,,,,,,,, Jul 2018
Lund_01675,Town,Building,Human settlement,Public space,Plaza,City,Town square,,,,Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_02516,Sky,Natural landscape,Cloud,Water,Sunset,River,Natural environment,Morning,Evening,Horizon,L TR TR,vg Aymeric Rivollier, Jul 2018
Lund_00125,Sky,Landmark,Cloud,Architecture,Tree,Building,House,,,,,, Jul 2017
Lund_02572,Sport venue,,,,,,,,,,Linero IP 8,o Travel to, Jul 2017 I
Lund_00037,Landmark,Building,Architecture,Medieval architecture,Town,City,Church,Cathedral,Sky,Place of worship,,, Jul 2016
Lund_02261,Property,Vehicle,Building,Car,,,,,,,Linero-Ostra Torn Va,9 Travel to, Jul 2017
Lund_02295,Property,House,Home,Building,Residential area,Roof,Real estate,Architecture,,,Klostergérdens IP,Minghua Zhang, Jul 2017
Lund_01811,Garden,Botanical garden,Estate,Botany,Park,,,,,,Lundagérd,’ Lisa Vult von Ste, Jul 2017
Lund_01355,Garden,Botanical garden,Lawn,Sky,Natural landscape,Botany,Wilderness,Grass,Shrub,Plant,Botanical Garden,l\i’ Stana Minincic, Jul 2017
Lund_01644,Landmark,Architecture,Medieval architecture,Building,Sky,Place of worship,Cathedral,Classical architecture,,,Lund Cathedral,Sascha Bleuler, Jul 2018
Lund_00932,Architecture,Building,Landmark,Town,,,,,,,Lundagérd,I\ IEELEI VLT, Jul 2017
Lund_00579,Reflection,Waterway,Natural landscape,Canal,Water,,,,,,Kulturen 8,@ PP\, Jul 2016
Lund_01783,Garden,Property,Botany,Botanical garden,,,,,,,Botanical Garden,Elen Vasilova, Jul 2016
Lund_00286,Building,Reflecting pool,Estate,Architecture,Landmark,Mansion,Reflection,Palace,Water,,Lundagérd ¢,C) Chris, Jul 2017
Lund_00909,Garden,Property,Estate,House,Home,Botanical garden,Botany,Spring,Landscaping,,Botanical Garden,& . Jens Lindqvist, Jul 2017
Lund_02686,Land vehicle,Vehicle,Car,Parking,Transport,Parking lot,,,,,,, Jul 2017 I
Lund_02265,Garden,Botanical garden,Botany,Park,Tree,Estate,,,,,Klostergérdens IP,reinder hoekstra, Jul 2016
Lund_00830,Building,Mansion,Architecture,Landmark,Estate,Palace,Sky,Tree,House,,Lundagérd 8,G T4, Jul 2017
Lund_00147,Landmark,Building,Medieval architecture,Architecture,,,,,,,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
Lund_00555,Aerial photography,Residential area,Bird's-eye view,Suburb,Urban area,Metropolitan area,Urban design,Neighbourhood,Human settlement,City,LTH Studiecentrum,g é Per Pixel Peterss, Jul 2015
Lund_00660,Building,Classical architecture,Architecture,Landmark,Palace,Facade,,,,,Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017
Lund_02333,Building,Property,Architecture,,,,,,,,Scandic Star Lund,C ) Conny Flink, Jul 2018
Lund_00485,Architecture,Building,Landmark,Town,Church,City,Sky,,,,Lund Cathedral,& RLICEUGEERRE, Jul 2018
Lund_01300,Estate,Property,Garden,Building,House,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_00388,Building,Landmark,Palace,Mansion,Estate,Official residence,Architecture,Stately home,,,Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017
Lund_01237,Nature,Water,Natural landscape,Reflection,Pond,Waterway,Botany,Garden,Grass,Watercourse,Kulturen,ﬁ“l Anitha Sweder -T, Jul 2017
Lund_01358,Garden,Botanical garden,Lawn,Sky,Natural landscape,Botany,Wilderness,Grass,Shrub,Plant,Botanical Garden,l\i’ Stana Minincic, Jul 2017
Lund_02952,Property,Building,,,,,,,,,Killbybadet,n Martin Nilsson, Jul 2018
Lund_02534,Sky,Cloud,Natural landscape,Nature,Tree,Vegetation,Daytime,Cumulus,Natural environment,Grass,Fredentorps Begravr,"¢ ;’&"" (o S W NV", Jul 2016
Lund_00412,Building,Landmark,Architecture,Property,House,Estate,Mansion,,,,Stiftelsen Sankt Tho,6 IR DL, Jul 2015
Lund_02807,Building,Architecture,Landmark,Medieval architecture,Classical architecture,Facade,,,,,[T T BRI,6 Anna Cismasu, Jul 2018
Lund_01889,Architecture,Building,Landmark,Property,Town,Facade,,,,,Akademiska Forenin,6 Ales Stursa, Jul 2012
Lund_02283,Pasture,Grassland,Natural environment,Natural landscape,Meadow,Grass,Nature reserve,Grazing,Land lot,Rural area,N[ AT T T,i\ Bengt Jiirs, Jul 2014
Lund_01913,Landmark,Sky,Steeple,Architecture,Town,Tree,Building,City,,,Lund Cathedral,\$ Mandana Raghet, Jul 2018
Lund_00025,Holy places,Building,Chapel,Aisle,Place of worship,Architecture,Church,Basilica,,,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
Lund_02173,Architecture,Building,Landmark,Property,Town,Facade,Urban area,,,,Lundagérd,l\‘ ) Stana Minincic, Jul 2017
Lund_01423,Garden,Botanical garden,Natural landscape,Plant,Shrub,Flower,Botany,Lawn,Landscaping,Landscape,Botanical Garden,Amelie Harms, Jul 2016
Lund_01728,Building,Architecture,Property,Landmark,Sky,House,,,,,[T T o1 T T T,[T T o1 T T T, Jul 2018
Lund_00648,Property,Estate,Building,House,Tree,Grass,Architecture,,,,Lundagérd ¢,9 Agenor, Jul 2017
Lund_00356,Landmark,Property,Building,Sky,Estate,Architecture,,,,,Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
Lund_00737,Water,Water resources,Pond,Natural landscape,Bank,Waterway,Botany,,,,Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_02581,Landmark,Garden,Botany,Tree,,,,,,,Lundagérd ¢,@ Ingvar Olsson, Jul 2018
Lund_02765,Sky,Cloud,Natural landscape,Natural environment,Atmospheric phenomenon,Daytime,Meadow,Fen,Morning,Grassland,L TR TR,Natalia Avramch, Jul 2017
Lund_01771,Body of water,Sky,Water resources,Water,Horizon,Waterway,Daytime,Cloud,Reservoir,Sea,Rabysjon och Raby s,Jonas Karlsson, Jul 2017
Lund_02511,Grassland,Sky,Plain,Field,Natural landscape,Natural environment,Prairie,Steppe,Pasture,Grass,L TR TR,L TR TR, Jul 2018
Lund_02144,Garden,Botanical garden,Lawn,Natural landscape,Groundcover,Botany,Plant,Shrub,Landscape,Yard,Botanical Garden,@ Sten Olsson, Jul 2017
Lund_00652,Landmark,Building,Palace,Estate,Architecture,Mansion,Property,Château,Classical architecture,Stately home,Lundagérd,E ) Edina Garamvélg, Jul 2018
Lund_01323,Landmark,Architecture,Sky,Building,Town,City,Urban area,,,,Lund C,( ;‘ Freetec Shen, Jul 2016
Lund_01448,Building,Classical architecture,Landmark,Architecture,Palace,Mansion,,,,,Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_01973,Building,Property,Architecture,House,Landmark,Town,Home,Real estate,Sky,Facade,Herrehuset,@ BN PN R, Jul 2017
Lund_01186,Property,Building,Landmark,Architecture,House,,,,,,Thomanders Studen,6 IR DL, Jul 2017
Lund_01126,Garden,Lawn,Botanical garden,Yard,Natural landscape,Grass,Landscaping,Plant,Landscape,Botany,Botanical Garden,6 SN YN, Jul 2015
Lund_02843,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_02459,Property,Building,House,Architecture,Residential area,Brickwork,Brick,Neighbourhood,Town,Apartment,AR LT,o Travel to,Jul 2017 '
Lund_01182,Building,Chapel,Property,Landmark,Church,Architecture,Place of worship,,,,North cemetery,6 IR DL, Jul 2016
Lund_02502,Public space,Playground,Tree,,,,,,,,Rostréttsgatan lekpl:,L) Leka Lekplats, Jul 2017
Lund_01490,Property,Building,Architecture,Landmark,House,Estate,,,,,SONY DSC,Ismo Kelokaski, Jul 2016
Lund_02608,Basketball hoop,Basketball court,Basketball,Streetball,,,,,,,Linero street court,‘-B Lunds Basket, Jul 2018
Lund_00850,Estate,Building,Palace,Mansion,Landmark,Property,Architecture,Château,Sky,House,Lundagérd,@ Lars Welin, Jul 2017
Lund_02910,House,Property,Building,Cottage,Tree,Home,Sky,,,,Ostra Torns Montess,g Mats Lund, Jul 2016
Lund_01941,Urban area,Metropolitan area,City,Sky,Town,Human settlement,,,,,Elite Hotel Ideon,Renard Kutrzeba, Jul 2016
Lund_00621,Aerial photography,Metropolitan area,Residential area,Bird's-eye view,Suburb,Urban area,Urban design,Junction,Neighbourhood,Human settlement,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
Lund_01280,Landmark,Architecture,Building,Town,Church,Facade,,,,,Lund Cathedral,Per-Inge Strém, Jul 2017
Lund_02267,Sky,Nature,Water,Reflection,Water resources,Natural environment,Lake,,,,Rabysjon och Raby s,Joakim Erlandss, Jul 2017
Lund_02139,Estate,Building,Palace,,,,,,,,Lundagérd,Karin Rosengren, Jul 2017
Lund_00476,Building,Estate,Mansion,Landmark,Property,Palace,Stately home,Château,Architecture,,[T T VT,A ' Anna Ostrowska, Jul 2018
Lund_02842,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,,,Lundagérd c,Ludovic Barth, Jul 2015
Lund_00018,Landmark,Estate,Building,Mansion,Architecture,Palace,Sky,Stately home,,,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
Lund_02127,Property,Estate,Tree,House,,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_00500,Château,Building,Estate,Property,Palace,Mansion,,,,,Bantorget -,L. -, Jul 2017
Lund_00006,Garden,Botanical garden,Park,Botany,Lawn,Spring,Plant,Tree,,,6 FACES TR,6 FACES TR, Jul 2012
Lund_01778,Landmark,Architecture,Building,City,,,,,,,Lund Cathedral :,Albin Wilander, Jul 2016
Lund_02189,Body of water,Water resources,Natural landscape,Riparian zone,Stream,Nature,Bank,Watercourse,Waterway,Water,Rinnebick Gorge 2,C Cathrin Jung, Jul 2016
Lund_01560,Water,Fountain,Botanical garden,Botany,Reflecting pool,Garden,,,,,Lundagérd 9,G T4, Jul 2017
Lund_02382,Grass,Lawn,Land lot,,,,,,,,Per Johan's Park pla,K Karl Wittenmark, Jul 2017
Lund_02513,Fountain,Water,Tree,Water feature,Botany,,,,,,g) Peter Vang Chris,g) Peter Vang Chris, Jul 2017
Lund_03174,Natural landscape,Natural environment,Water,Nature reserve,Bank,River,Waterway,Water resources,Floodplain,Tree,N[ AT T T,i\ Bengt Jiirs, Jul 2014
Lund_01438,Classical architecture,Building,Architecture,Landmark,Palace,Facade,,,,,Lundagérd 9,@ DLCI@L T, Jul 2017
Lund_00922,Landmark,Building,Architecture,City,,,,,,,Lund Cathedral,c’} Robert Jacobsen, Jul 2017
Lund_00831,Natural landscape,Body of water,Water resources,Nature,Water,Nature reserve,Lake,Natural environment,Green,Reservoir,. Peter Marklund,. Peter Marklund, Jul 2017
Lund_03189,Estate,Building,Landmark,Sky,Mansion,Palace,Architecture,Stately home,Château,,Lundagérd,Ozren HadZiagi¢-, Jul 2007
Lund_00501,Château,Building,Estate,Property,Palace,Mansion,,,,,Bantorget -,L. -, Jul 2017
Lund_01197,Landmark,Architecture,Building,Sky,Tower,Medieval architecture,,,,,Lund Cathedral,Alexander Williar, Jul 2015
Lund_02865,Sky,Landmark,Blue,Natural landscape,Estate,Building,Tree,Château,Architecture,,Botanical Garden,6 SN YN, Jul 2015
Lund_02629,House,Property,Home,Sky,Building,Architecture,Residential area,,,,L LT ST G,e Travel to, Jul 2017
Lund_03137,Bird,Nature,Freshwater marsh,Nature reserve,Wildlife,Water,Green,Vegetation,Duck,Water bird,Nobbel6vs mosse,L 1T T, Jul 2014
Lund_02504,Property,Building,,,,,,,,,Linero-Ostra Torn Va,e Travel to, Jul 2017
Lund_00449,Landmark,Building,Property,Architecture,Estate,Sky,Mansion,Palace,House,,Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
Lund_01511,Estate,Building,Mansion,Property,Palace,Landmark,House,Architecture,Tree,Stately home,Lundagérd 9,@ T4, Jul 2017
Lund_03053,Sky,Sport venue,Public space,Cloud,,,,,,,Linero IP 8,o Travel to, Jul 2017
Lund_01581,Property,Estate,Building,Mansion,Architecture,Stately home,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_02884,Estate,Property,Garden,Building,House,,,,,,Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_02490,,,,,,,,,,,@ Dorota Gebusia,@ Dorota Gebusia, Jul 2017
Lund_02325,Property,Building,Town,,,,,,,,Lilla Coop s,Igor Nord, Jul 2017
Lund_00318,Building,Landmark,Architecture,Town,City,Human settlement,Steeple,Sky,Medieval architecture,,Lund Tourist Center,@ Lars Welin, Jul 2017
Lund_02337,Grassland,Pasture,Natural landscape,Natural environment,Land lot,Vegetation,Prairie,Meadow,Plain,Nature reserve,Nobbelbvs mosse,M Maria Tracz, Jul 2017
Lund_00645,Botany,Architecture,Water,,,,,,,,Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_02876,Building,Architecture,Estate,Tree,Town,,,,,,Lundagérd 9,-& PN, Jul 2018
Lund_01949,Property,Cottage,House,Farmhouse,Building,Real estate,,,,,Kulturen,llona Haufe, Jul 2017
Lund_00429,Landmark,Building,Property,Estate,Mansion,Architecture,Sky,House,Palace,,Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
Lund_00251,Landmark,Palace,Building,Estate,Architecture,Public space,City,Human settlement,Mansion,Sky,Lundagérd 9,6 JAE SRR, Jul 2012
Lund_00065,Water,Landmark,Architecture,Tree,Fountain,Botany,,,,,6 Ales Stursa,6 Ales Stursa, Jul 2012
