a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
Lund_01252,City,Urban area,Roof,Town,Human settlement,Building,Architecture,Metropolitan area,,,[TV T :,qf‘gu Kaveh Kamran, Aug 2017
Lund_03048,Snow,Winter,Asphalt,Freezing,Road,Sky,Lane,Tree,,,Raby Sjopark,N R - UE T TR T T, Aug 2018
Lund_00180,Town,City,Human settlement,Public space,Transport,Downtown,Urban area,Architecture,Building,,[T ¢,@ Mato Bo$njak, Aug 2016
Lund_02451,Building,,,,,,,,,,CircleK,"’I‘, Johan Carlsson", Aug 2017
Lund_02252,Building,Architecture,Facade,,,,,,,,Malte Lewan,Malte Lewan, Aug 2016
Lund_02465,Sky,Grass,Cloud,Grassland,Team,Competition event,Team sport,,,,Linero IP,a abomaryam abds, Aug 2018
Lund_01739,Building,Property,Estate,,,,,,,,Lundagérd,é_ Lucian Gevelegia, Aug 2008
Lund_02872,Building,Property,Estate,Mansion,Landmark,House,Architecture,Palace,Classical architecture,,Lundagérd,Annette Friberg, Aug 2018
Lund_01380,Sky,Cloud,Urban area,Daytime,Residential area,Aerial photography,Metropolitan area,Atmospheric phenomenon,City,,Elite Hotel Ideon,Renard Kutrzeba, Aug 2016
Lund_00846,Estate,Building,Property,Sky,House,Mansion,Architecture,Palace,Cloud,Town,Lundagérd,‘) Ann Sofie Ander, Aug 2017
Lund_01991,Fountain,Water,Water feature,Reflecting pool,Botany,,,,,,A  Alejandro Carrillc,A  Alejandro Carrillc, Aug 2016
Lund_01990,Landmark,Building,Estate,Mansion,Sky,Architecture,Palace,House,,,Anna Welander T,Anna Welander T, Aug 2016
Lund_02232,Natural landscape,Nature,Natural environment,Tree,Vegetation,Nature reserve,Green,Grass,Grassland,Sky,Rinnebick Gorge : H,Q Ani Vera, Aug 2017
Lund_02474,Road,Tree,Grass,Land lot,Natural landscape,Shrub,Trail,Lane,Thoroughfare,,,, Aug 2017
Lund_00193,Building,Winter,Tree,Property,Snow,Town,Architecture,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_01565,Property,House,Building,Roof,Home,,,,,,Kulturen,Giulia Spada, Aug 2018
Lund_00907,Building,Architecture,Landmark,Classical architecture,Palace,Property,Mansion,Estate,House,,Lundagérd,0 Joachim Maxein, Aug 2017
Lund_00741,Medieval architecture,Architecture,Building,Landmark,Place of worship,Gothic architecture,Cathedral,,,,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_01962,Landmark,Building,Architecture,Town,Church,Sky,City,Medieval architecture,Urban area,Facade,Lundagérd,Ronan Watson, Aug 2017
Lund_00980,Town,City,Public space,Human settlement,Town square,Building,Architecture,Plaza,Street,,[T e T T T,@ Daniel Klein, Aug 2018
Lund_03178,Building,Architecture,Landmark,Property,Town,House,Sky,Facade,,,[T e T T T,Daniel Klein, Aug 2018
Lund_02328,Grassland,Grass,Pasture,,,,,,,,Lunds Pistolklubb :,@ Jonas Ezzi, Aug 2016
Lund_02017,Body of water,Waterway,Canal,Water,Water transportation,Sky,River,Bridge,Channel,Town,Coop Konsum,J  Janus sobrzezeje, Aug 2018
Lund_00615,Landmark,Building,Architecture,,,,,,,,Lundagérd,@ loanna Giannopo, Aug 2016
Lund_00260,Landmark,Building,Estate,Mansion,Palace,Architecture,Official residence,House,Presidential palace,,Lundagérd 8,@ Zhu Yanwei, Aug 2017
Lund_01801,Reflecting pool,Water,Botany,,,,,,,,Lundagérd,Fernando Gémez, Aug 2017
Lund_01751,Property,Building,Estate,Town,Public space,,,,,,Lundagérd,Annette Friberg, Aug 2018
Lund_00359,Building,Landmark,Architecture,Palace,Classical architecture,Property,Mansion,Estate,House,Official residence,A  Alejandro Carrillc,A  Alejandro Carrillc, Aug 2016
Lund_02353,Interior design,Building,Room,,,,,,,,,, Aug 2017
Lund_01545,Transport,,,,,,,,,,Renaissance rest. &,Alexander denstc, Aug 2017
Lund_01347,Urban area,City,Metropolitan area,Town,Roof,Human settlement,Building,Landmark,Cityscape,Suburb,[TV T :,qf‘gu Kaveh Kamran, Aug 2017
Lund_02605,Humpback bridge,Water,Tree,Water resources,,,,,,,Rinnebick Gorge,Q Daniel Nilsson, Aug 2018
Lund_01013,Property,Building,,,,,,,,,Kulturen |,Kulturen |, Aug 2016
Lund_00457,Building,Estate,Palace,Property,Mansion,Landmark,Official residence,Stately home,Architecture,Classical architecture,Lundagérd 9,N Nadia Naji, Aug 2014
Lund_02444,Body of water,Water resources,Natural landscape,Water,Natural environment,Bank,Freshwater marsh,Marsh,Nature reserve,Wetland,. Vahid Asgari,. Vahid Asgari, Aug 2017
Lund_02541,Sky,Natural landscape,Sea,Horizon,Cloud,Water,Coast,Land lot,,,Klosteréngshojden,Klosteréngshojden, Aug 2016
Lund_01521,Town,Landmark,City,Human settlement,Town square,Public space,Plaza,Street,Building,Flag,Lund Cathedral,Pedro Andrés Bo, Aug 2016
Lund_03114,Building,Architecture,,,,,,,,,Asylen,@ BN PN R, Aug 2017
Lund_01245,Landmark,Building,Estate,Architecture,Mansion,Sky,Palace,Stately home,,,Lundagérd 9,A) Anna Riggio, Aug 2018
Lund_02385,Sky,Cloud,Field,Hay,Pasture,Plain,Rural area,Straw,Farm,Grassland,Nobbel6vs mosse,L 1T T, Aug 2014
Lund_02320,Pasture,Grazing,Grassland,Natural landscape,Bovine,Natural environment,Meadow,Rural area,Ranch,Farm,Rinnebick Gorge : H,Q Ani Vera, Aug 2017
Lund_00783,Water,Landmark,Fountain,Architecture,Sky,Tree,Botany,,,,Lundagérd,S GEERS Wy, Aug 2018
Lund_01063,Medieval architecture,Building,Landmark,Architecture,Facade,Classical architecture,Cathedral,Church,Place of worship,,Lund Cathedral :,UIf Danielsson, Aug 2017
Lund_01253,City,Urban area,Roof,Town,Human settlement,Building,Architecture,Metropolitan area,,,[TV T :,qf‘gu Kaveh Kamran, Aug 2017
Lund_01911,Landmark,Building,Architecture,Sky,Property,Town,Tree,Estate,,,Forenom Aparthotel,l0nus MNonskosa, Aug 2017
Lund_01649,Fountain,Water,Garden,Natural landscape,Grass,Water resources,Water feature,Botanical garden,Botany,,Stadsparken,@ Gheorghe Zamfir, Aug 2018
Lund_00087,Marina,Boat,Vehicle,Water transportation,Harbor,Watercraft,Dock,Port,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_02804,Landmark,Building,Architecture,Town,Sky,City,Human settlement,,,,A LG,& Victor Kalbskopf, Aug 2016
Lund_01595,Urban area,City,Metropolitan area,Town,Human settlement,Building,Property,Roof,Sky,Residential area,[TV T :,qf‘gu Kaveh Kamran, Aug 2017
Lund_00680,Building,Architecture,Landmark,Property,Town,Facade,,,,,Juridiska institutione,EEF S, Aug 2016
Lund_01690,Estate,Mansion,Landmark,Property,Building,Architecture,,,,,[TV T,Carlos Velasco, Aug 2015
Lund_01707,Landmark,Mansion,Building,Sky,Architecture,Estate,Home,Official residence,,,Lundagérd ¢,Matt Kucinsky, Aug 2015
Lund_01748,Sky,Landmark,Architecture,Place of worship,Daytime,Building,,,,,Lund Cathedral ¢,[ CLLQI (T, Aug 2013
Lund_02671,Town,Residential area,Neighbourhood,Property,Building,Street,Human settlement,Road,City,Architecture,g hussam selawi,g hussam selawi, Aug 2018
Lund_02893,Vegetation,Water,Nature reserve,Tree,Botany,Pond,Bank,Botanical garden,House,River,Botanical Garden,;g. Mykola Kondrate, Aug 2018
Lund_01507,,,,,,,,,,,Lund travel 3,j BN, Aug 2011
Lund_00494,Building,Estate,Mansion,Palace,Official residence,Property,Stately home,Château,Architecture,Classical architecture,Lundagérd 9,S  Sheila Sang, Aug 2018
Lund_01685,Steeple,Landmark,Roof,Architecture,Property,Church,Building,Sky,House,Spire,Kulturen |,Kulturen |, Aug 2016
Lund_00854,Building,Estate,Mansion,Property,Palace,Official residence,Stately home,Architecture,,,Lundagérd,Aleksandras Ples, Aug 2013
Lund_00861,Building,Estate,Classical architecture,Landmark,Mansion,Architecture,Palace,Property,Stately home,Official residence,Lundagérd 8,@ Ryan Wilson, Aug 2009
Lund_00786,Estate,Property,Garden,Lawn,Home,House,Natural landscape,Botanical garden,Building,Grass,Botanical Garden,u& Andreas Gillberg, Aug 2017
Lund_00575,Estate,Building,Stately home,Palace,Mansion,,,,,,Lundagérd,L Laia Puig Blasco, Aug 2016
Lund_01932,Landmark,Medieval architecture,Building,Architecture,,,,,,,Lundagérd,L4 f Oldfich Kamensk, Aug 2018
Lund_02007,Landmark,Building,Architecture,Palace,Classical architecture,,,,,,Lundagérd,L) UIf Zimmermann, Aug 2018
Lund_00154,Marina,Waterway,Dock,Harbor,,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00215,Aerial photography,Urban area,Residential area,Metropolitan area,Daytime,Bird's-eye view,Sky,City,Suburb,Roof,[T 8,. uwe leinhos, Aug 2015
Lund_00198,Grassland,Grass,Road,Walking,Field,Grass family,,,,,‘i’) [N,‘i’) [N, Aug 2018
Lund_00344,Building,Estate,Property,Mansion,Stately home,Château,Manor house,Palace,Architecture,,Bantorget,Q Kim van Waarder, Aug 2016
Lund_00820,Cobblestone,Town,Public space,Sky,Human settlement,Flooring,,,,,Stortorget c,(r;’ Mato Bo$njak, Aug 2016
Lund_00676,City,Building,Town,Human settlement,Architecture,Landmark,Neighbourhood,Public space,Town square,Plaza,[T e T T T,@ Daniel Klein, Aug 2018
Lund_01652,Body of water,Natural landscape,Nature,Water,Bank,Water resources,River,Pond,Natural environment,Nature reserve,Stadsparken,P Maziar Haghpan:, Aug 2017
Lund_01943,Architecture,Landmark,Building,Medieval architecture,Classical architecture,Place of worship,Cathedral,Church,,,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_00536,Building,Château,Stately home,Landmark,Architecture,Property,Estate,Mansion,Palace,,Grand Hotel Lund ¢,[ NN, Aug 2017
Lund_00679,Landmark,Building,,,,,,,,,Lundagérd,ESRVNTISVIN: Y, Aug 2017
Lund_02324,Land lot,Grassland,Grass,Natural landscape,Natural environment,Sky,Grass family,Meadow,Farm,,CircleK,e Thanon Shamel, Aug 2016
Lund_02164,Architecture,Property,House,Building,Roof,,,,,,Kulturen,Martin Olsen, Aug 2017
Lund_02849,Building,Town,Landmark,Architecture,City,Human settlement,Plaza,,,,Lundagérd,@ (&= T ] YT, Aug 2017
Lund_01389,Landmark,Architecture,Building,Sky,Medieval architecture,Town,Church,City,Classical architecture,Cathedral,[T T o1 T 1T,E ) Eve Fox, Aug 2018
Lund_02844,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,,,Restaurang & Café S,Marie Olsson, Aug 2016
Lund_01287,Property,Building,Estate,House,Architecture,,,,,,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_02197,Building,Property,Architecture,Mixed-use,Apartment,Neighbourhood,,,,,Asylen,ﬁ BN PN R, Aug 2017
Lund_00560,Building,Landmark,Architecture,Property,Palace,Stately home,Estate,,,,Lundagérd,ESRVNTISVIN: Y, Aug 2017
Lund_01650,Landmark,Building,Architecture,Stately home,Sky,City,Urban area,,,,Lundagérd,@ Gheorghe Zamfir, Aug 2018
Lund_02619,Architecture,Sky,Property,Building,Wall,,,,,,Stora Raby Kyrka,T Takashi Tokushir, Aug 2018
Lund_00186,Snow,Tree,Winter,Grass,Water,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00617,Building,Landmark,Town,Property,Neighbourhood,Architecture,City,Human settlement,,,AF Borgen AB ¢,EIE D1 (61, Aug 2016
Lund_00897,Landmark,Building,Mansion,Architecture,Estate,Palace,Stately home,Sky,Classical architecture,Official residence,Lundagérd 9,e 3 o, Aug 2017
Lund_01923,Landmark,Town,Architecture,Building,City,Sky,Tower,Urban area,,,Lund Cathedral,A  Alejandro Carrillc, Aug 2016
Lund_00119,Bicycle,Tree,Vehicle,Architecture,,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_01802,Landmark,Architecture,Building,Medieval architecture,Tower,,,,,,Lundagérd 8,@ Daniel Klein, Aug 2018
Lund_01307,Building,Classical architecture,Landmark,Architecture,Palace,Facade,,,,,Lundagérd,Fernando Gémez, Aug 2017
Lund_02647,Grassland,Natural landscape,Natural environment,Prairie,Plain,Sky,Steppe,Pasture,Grass,Ecoregion,Klosteréingshdjden,Klosteréingshdjden, Aug 2016
Lund_00317,Landmark,Building,Architecture,Sky,Medieval architecture,Town,City,Church,Facade,,[T L He 1 BT,";“""‘ Benjamin Zingse", Aug 2017
Lund_00477,Classical architecture,Building,Architecture,Landmark,Palace,,,,,,Lundagérd,G  Giliana Gallegra, Aug 2018
Lund_01688,House,Property,Building,Home,Cottage,Architecture,,,,,Locus Peccatorum -,Vladislav Juricky, Aug 2013
Lund_01486,Garden,Botanical garden,Property,Natural landscape,Lawn,Grass,Landscape,Shrub,Landscaping,Botany,Botanical Garden,M @ Michael Sturaro, Aug 2016
Lund_00124,Town,City,Building,Human settlement,Pedestrian,Street,Plaza,Neighbourhood,Public space,Architecture,"‘é"" [N","‘é"" [N", Aug 2018
Lund_02485,Field,Sky,Natural landscape,Farm,Rural area,Cloud,Tree,Hay,,,Nobbel6vs mosse,i\ 1T T, Aug 2014
Lund_00582,Building,Property,Estate,Architecture,Château,Stately home,,,,,University Library ¢,Gm DIV ), Aug 2017
Lund_00995,Property,Estate,House,Natural landscape,Château,Building,Manor house,Mansion,,,Botanical Garden,S  Sheila Sang, Aug 2018
Lund_00911,Landmark,Sky,Architecture,Building,Mansion,City,,,,,universita di lund mc,A) Anna Riggio, Aug 2018
Lund_01008,Estate,Property,Mansion,Building,Manor house,House,Stately home,,,,Botanical Garden,"-_’é, Tiago Duarte", Aug 2016
Lund_01591,Classical architecture,Building,Architecture,Landmark,Palace,Facade,,,,,Lundagérd 9,*9 Bogdan Tatar, Aug 2018
Lund_00821,Building,Medieval architecture,Architecture,Landmark,Church,Place of worship,,,,,[T L He 1 BT,‘g\ Thomas Crahay, Aug 2017
Lund_00559,Landmark,Estate,Mansion,Building,Palace,Property,Architecture,,,,Lundagérd,L Lodewijk Portielj, Aug 2018
Lund_02405,Water,Landmark,Sky,Architecture,,,,,,,Lundagérd,@ (&= T ] YT, Aug 2017
Lund_01346,Landmark,Building,,,,,,,,,[T TV HTET 0 T,Fritz Winkler, Aug 2018
Lund_00505,Classical architecture,Building,Landmark,Architecture,Palace,Facade,,,,,Lundagérd 9,@ Rene Wagner, Aug 2017
Lund_01193,Medieval architecture,Architecture,Landmark,Building,Classical architecture,Historic site,Place of worship,Church,Byzantine architecture,Facade,Lund Cathedral,A  Alejandro Carrillc, Aug 2016
Lund_00033,Natural landscape,Rapeseed,Field,Meadow,Canola,Nature,Grassland,Pasture,Natural environment,Land lot,"‘é"" [N","‘é"" [N", Aug 2018
Lund_02723,Natural landscape,Waterway,Water resources,Water,River,Grass family,,,,,. Vahid Asgari,. Vahid Asgari, Aug 2017
Lund_01036,Medieval architecture,Castle,Building,Fortification,Wall,Architecture,Property,,,,Lundagérd,""" Andi Varn Johani", Aug 2011
Lund_00719,Landmark,Water,Fountain,Sky,Architecture,Garden,Botanical garden,Botany,Tree,,Lundagérd,S GEERS Wy, Aug 2018
Lund_01410,Estate,Building,Mansion,Property,Tree,Manor house,Stately home,House,Architecture,,ISLK International Sc,Alba Mercado Di:, Aug 2018
Lund_00138,Town,Neighbourhood,Building,Street,Human settlement,City,Pedestrian,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00904,Landmark,Architecture,Building,Tree,Sky,Château,,,,,Lundagérd 9,@ EONE Y, Aug 2018
Lund_01000,Landmark,Sky,Architecture,Building,Town,City,Church,Urban area,Human settlement,,Lundagérd,D Daniel Zimmerm, Aug 2017
Lund_02840,Estate,Building,Property,Mansion,Architecture,House,Garden,Home,,,Lundagérd,'aﬂ Gaston Ragnar R, Aug 2016
Lund_02639,Vehicle,Transport,Motor vehicle,Car,,,,,,,CircleK,. Mats Andersson, Aug 2017
Lund_01669,Town,Building,Architecture,Human settlement,City,House,,,,,[T T o1 T T T,(o) JoL RV, Aug 2018
Lund_01787,Landmark,Sky,Tree,Garden,Architecture,Botany,,,,,Lundagérd,Benjamin Kiintze, Aug 2018
Lund_02372,Hay,Field,Rural area,,,,,,,,N[ AT T T,i\ Bengt Jiirs, Aug 2014
Lund_02241,Sky,,,,,,,,,,Lunds Pistolklubb,Jonas Ezzi, Aug 2017
Lund_00213,Tree,Architecture,Landmark,Urban area,Town,Building,Wall,City,Public space,,‘i’) [N,‘i’) [N, Aug 2018
Lund_01623,Town,Building,City,Human settlement,Architecture,Landmark,Public space,Street,Neighbourhood,,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_01477,Water,Botany,Water resources,Architecture,,,,,,,Lundagérd 9,C  Colin Nelson, Aug 2018
Lund_00068,Water transportation,Marina,Boat,Vehicle,Waterway,Dock,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00257,Landmark,Architecture,Building,Medieval architecture,Sky,Classical architecture,Cathedral,Place of worship,Church,,[T T o1 T T T,NI Kampfnase, Aug 2018
Lund_00175,Building,Architecture,Landmark,Property,Tree,House,Mansion,,,,‘i’) [N,‘i’) [N, Aug 2018
Lund_01107,Estate,Mansion,Property,Building,Landmark,Lawn,Home,Grass,Architecture,House,Lundagérd,@ Tiinde Vigyinszki, Aug 2017
Lund_02650,Natural landscape,Land lot,Vegetation,Grassland,Natural environment,Grass,Atmospheric phenomenon,Pasture,Nature reserve,Field,Nobbelbvs mosse,Q Peter Nordensva, Aug 2018
Lund_00675,Building,Architecture,Landmark,Facade,Sky,,,,,,[T e T T T,@ Daniel Klein, Aug 2018
Lund_01924,Body of water,Natural landscape,Bank,Pond,Water resources,Nature,Natural environment,Water,Nature reserve,River,Stadsparken,jessica delgado, Aug 2016
Lund_01925,Town,City,Human settlement,Building,Downtown,Plaza,Public space,Architecture,,,Stortorget,Florian Weissbac, Aug 2018
Lund_02089,Property,Garden,House,Estate,Natural landscape,Lawn,Home,Landscaping,Building,Tree,Botanical Garden,Krisztina Boldisn, Aug 2016
Lund_00684,Landmark,Sky,Architecture,Building,Church,Medieval architecture,Classical architecture,Place of worship,Steeple,Town,Lundagérd 9,@ Rene Wagner, Aug 2017
Lund_00227,Building,Estate,Mansion,Property,Landmark,Palace,Architecture,Official residence,House,Classical architecture,Lundagérd 9,A) Anna Riggio, Aug 2018
Lund_01475,Town,City,Street,Human settlement,Building,Urban area,Road,Architecture,Public space,Downtown,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_00814,Estate,Building,Green,Sky,Grass,Palace,Property,Mansion,House,Architecture,Lundagérd,é B umberto mazzoc, Aug 2014
Lund_01568,Property,Building,,,,,,,,,Ljungs Handel ¢,Johan Ljung, Aug 2017
Lund_01158,Property,Architecture,Building,Estate,,,,,,,Lundagérd,L) UIf Zimmermann, Aug 2018
Lund_01704,Classical architecture,Building,Architecture,Landmark,Palace,Facade,,,,,Lundagérd 9,Crac Isacuk, Aug 2018
Lund_01611,Town,Landmark,City,Building,Human settlement,Street,Architecture,,,,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_02146,Garden,Botanical garden,Tree,Botany,Spring,Sky,Plant,Flower,,,Lundagérd,% William Térneber, Aug 2016
Lund_01075,Building,Landmark,Property,Architecture,Estate,Palace,Mansion,Classical architecture,Sky,House,Lundagérd,‘a Sapkaris Nikolao, Aug 2018
Lund_00439,Château,Palace,Estate,Building,Mansion,Stately home,Castle,,,,Lundagérd,) IDEVIGEEN T Yo, Aug 2014
Lund_01559,Town,City,Public space,Human settlement,Plaza,Building,Landmark,Town square,Pedestrian,Street,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_01400,Town,Property,Building,Public space,City,,,,,,Stortorget :,UIf Danielsson, Aug 2017
Lund_01909,Body of water,Natural landscape,Nature,Bank,Vegetation,Water,Pond,Nature reserve,Natural environment,River,Stadsparken,51. Maziar Haghpan:, Aug 2017
Lund_00876,Building,Landmark,Architecture,Town,Property,City,Human settlement,Sky,Public space,Urban area,Lundagérd g,@ Daniel Klein, Aug 2018
Lund_02092,Building,Property,House,Home,Estate,Architecture,Mansion,,,,Sankt Lars sjukhus,6 IR DL, Aug 2017
Lund_03033,Filling station,Fuel,Gasoline,Building,Transport,Sky,,,,,CircleK,1@ [ E R, Aug 2017
Lund_01944,Sport venue,Skatepark,Public space,Playground,,,,,,,Stadsparken 9,Stadsparken 9, Aug 2016
Lund_00341,Building,Estate,Mansion,Property,Landmark,House,Architecture,Palace,Classical architecture,Official residence,Lundagérd 9,B Ben Weston, Aug 2018
Lund_01069,Landmark,Building,Architecture,Castle,,,,,,,Lundagérd,'j:_ Lucian Gevelegia, Aug 2008
Lund_00435,Landmark,Architecture,Sky,Building,Medieval architecture,Classical architecture,Church,Place of worship,Cathedral,Steeple,Lundagérd 9,6 Rene Wagner, Aug 2017
Lund_00908,Building,Architecture,Classical architecture,Landmark,Property,Estate,Mansion,Palace,,,Lundagérd 9,[\ ), Aug 2014
Lund_00471,Building,Property,Medieval architecture,Architecture,,,,,,,Kulturen |,Kulturen |, Aug 2016
Lund_00059,Property,Landmark,Building,Estate,Statue,Sculpture,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00199,Night,,,,,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_02120,Architecture,Building,Commercial building,Headquarters,Corporate headquarters,Facade,,,,,Sony Mobile Commu,Daniel Kacz, Aug 2016
Lund_02496,Grass,Sport venue,Player,Team sport,,,,,,,Linero IP {,"@""‘ Staffan Slager", Aug 2016
Lund_00112,Building,Property,House,Architecture,,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_01112,Landmark,Architecture,Building,Sky,City,Town,Urban area,,,,LT T o1 T T T,@ Daniel Klein, Aug 2018
Lund_00892,Building,Property,Architecture,Landmark,House,,,,,,Scandic Star Lund,Z) zvi moses, Aug 2017
Lund_00574,Building,Palace,Landmark,Classical architecture,Architecture,Official residence,Mansion,Presidential palace,,,AB Tetra Pak c,a FN, Aug 2017
Lund_00458,Building,Estate,Palace,Property,Mansion,Landmark,Official residence,Stately home,Architecture,Classical architecture,Lundagérd 9,N Nadia Naji, Aug 2014
Lund_00624,Estate,Mansion,Building,Property,Landmark,Palace,Architecture,Official residence,Stately home,House,[TV T,6 Mohammed Zaki, Aug 2012
Lund_00045,Landmark,Architecture,Building,Sky,Cathedral,Church,Town,Tree,,,. Robert Henger,. Robert Henger, Aug 2018
Lund_01066,Landmark,Building,Architecture,Sky,Town,Facade,City,Tower,,,Lund Cathedral,@ (LTI, Aug 2017
Lund_00253,Château,Estate,Building,Property,Landmark,Stately home,Palace,Manor house,Architecture,Castle,Grand Hotel Lund,K  Kristian Rigbolt, Aug 2016
Lund_03184,Estate,Property,Building,Mansion,Architecture,House,Official residence,Sky,Palace,Home,Lundagérd 9,@ Daniel Klein, Aug 2018
Lund_02527,Water resources,Public space,Water,,,,,,,,Rabysjon och Raby s,A ) Aliaksei Pukhavy, Aug 2017
Lund_00618,Building,Landmark,Architecture,Property,House,Estate,Mansion,,,,Sankt Lars sjukhus,6 IR DL, Aug 2017
Lund_02859,Estate,Property,Building,Mansion,House,Architecture,,,,,Lund Cathedral :,UIf Danielsson, Aug 2017
Lund_01398,Fountain,Daytime,Water feature,,,,,,,,Stadsparken,L) UIf Zimmermann, Aug 2018
Lund_01335,Landmark,Building,Architecture,Medieval architecture,Sky,Classical architecture,Facade,Church,Place of worship,Cathedral,Lund Cathedral,A Ayu Hjalmarsson, Aug 2017
Lund_02417,Landmark,Architecture,Building,Wall,Church,Town,Medieval architecture,Sky,Facade,,Lund Cathedral,Birgit & P&r Sven, Aug 2018
Lund_01578,Medieval architecture,Building,Landmark,Architecture,Classical architecture,Place of worship,Church,Facade,Cathedral,,Lund Cathedral :,Mikael Rojnert, Aug 2017
Lund_01421,Building,Classical architecture,Landmark,Architecture,Palace,,,,,,Lundagérd,0 Joachim Maxein, Aug 2017
Lund_01803,Medieval architecture,Architecture,Building,Landmark,Church,Place of worship,,,,,Lund Cathedral,Oldfich Kamensk, Aug 2018
Lund_01586,Building,Architecture,Medieval architecture,Church,Place of worship,,,,,,Lundagérd,Oldfich Kamensk, Aug 2018
Lund_02590,Transport,,,,,,,,,,- [I1ET T,” Hannes Carlsted, Aug 2018
Lund_00056,Property,House,Home,Residential area,Town,Land lot,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_01479,Property,House,Home,Building,Water,,,,,,Kulturen,=1LV ), Aug 2018
Lund_01229,Garden,Botanical garden,Lawn,Yard,Botany,Landscaping,,,,,Botanical Garden,Maria K, Aug 2017
Lund_00973,Landmark,Medieval architecture,Architecture,Building,Church,Place of worship,Classical architecture,Spire,Cathedral,Steeple,Lundagérd,@ Sean MacMullan, Aug 2015
Lund_00058,Grassland,Field,Pasture,Land lot,Grass,Natural environment,Lawn,Plain,Meadow,Natural landscape,"‘é"" [N","‘é"" [N", Aug 2018
Lund_01044,Building,Estate,Mansion,Classical architecture,Landmark,Palace,Architecture,Official residence,Stately home,Presidential palace,Lundagérd,G  Giliana Gallegra, Aug 2018
Lund_02904,Sky,Blue,Horizon,Cloud,Grass,,,,,,Klosteréingshdjden,Klosteréingshdjden, Aug 2016
Lund_00204,Landmark,Architecture,Tree,Building,Town,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_02133,Natural landscape,Body of water,Nature,Pond,Vegetation,Nature reserve,Water resources,Bank,Natural environment,Fish pond,Botanical Garden,Christina Valfrids, Aug 2017
Lund_02628,Grassland,Grass,Pasture,Land lot,Green,Natural environment,Lawn,Meadow,Field,Grass family,Rabysjon och Raby s,620 Mikko Lauhakri, Aug 2018
Lund_00378,Landmark,Building,Classical architecture,Architecture,Palace,,,,,,Lundagérd 9,A Anna Riggio, Aug 2018
Lund_01743,Property,Estate,Building,Manor house,House,Mansion,,,,,Botanical Garden,Botanical Garden, Aug 2016
Lund_00440,Building,Estate,Property,Mansion,Palace,Stately home,Manor house,Architecture,,,Lundagérd,""" Andi Varn Johani", Aug 2011
Lund_00266,Sky,Architecture,Building,Tree,,,,,,,Kungshuset,@ Carina Schilpzan, Aug 2017
Lund_01721,Building,Castle,Property,Fortification,Medieval architecture,Wall,,,,,Lundagérd,""" Andi Varn Johani", Aug 2011
Lund_01734,Estate,Building,Property,Manor house,Mansion,House,Stately home,,,,Kulturen,David Villa,Aug2017 |
Lund_01289,Estate,Mansion,Palace,Building,Château,Property,Stately home,Official residence,Manor house,,. jLarsen,. jLarsen, Aug 2017
Lund_02601,Sky,Body of water,Nature,Sunset,Reflection,Water,Afterglow,Evening,Cloud,Dusk,Raby Sjopark,N R - UE T TR T T, Aug 2018
Lund_02882,Property,Building,Architecture,Tree,,,,,,,. jLarsen,. jLarsen, Aug 2017
Lund_00667,Landmark,Sky,Building,Architecture,,,,,,,Lundagérd,% William Térneber, Aug 2016
Lund_00152,Public space,Building,Human settlement,Architecture,,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_02846,Sky,Sport venue,Green,Natural landscape,Land lot,Grass,Grassland,,,,Lundagérd,@ MONICA MARIN(, Aug 2017
Lund_01002,Building,Property,Landmark,Architecture,Palace,Mansion,,,,,AB Tetra Pak c,a FN, Aug 2017
Lund_01115,Estate,Building,Property,Palace,,,,,,,Lundagérd 9,*g Bogdan Tatar, Aug 2018
Lund_00164,Shore,Coast,Property,Sea,,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00221,Building,Estate,Mansion,Property,Classical architecture,Architecture,Landmark,Palace,Official residence,Stately home,Lundagérd ¢,m ionel silvestru, Aug 2018
Lund_00674,Building,Architecture,Landmark,Sky,City,Medieval architecture,Town,Cathedral,,,"[T, T o1 T T T","-'.""""‘\ Darth Dane", Aug 2018
